10000 10000
135 2929 8
135 6222 4
136 147 10
136 526 8
136 1834 8
136 3372 3
136 4311 7
136 4330 2
137 274 6
137 353 3
137 938 8
137 5535 6
138 352 9
138 377 5
138 456 6
138 474 6
138 4868 8
138 6792 7
139 197 4
139 2582 7
139 9112 1
140 694 4
140 1325 4
140 2576 6
141 328 7
141 424 9
141 1845 10
141 3961 8
141 4016 3
141 6341 2
142 529 4
142 594 6
142 6771 5
143 638 5
143 1033 4
143 3611 4
143 8691 5
144 375 10
144 1277 3
144 3465 7
145 429 2
145 532 4
145 1414 9
145 1682 1
145 2009 10
145 2011 6
145 2642 3
145 7801 4
146 703 10
146 1292 1
146 2838 2
146 3150 4
146 3229 7
147 239 10
147 266 7
147 367 9
147 432 6
147 2204 3
148 3312 4
148 3805 2
148 4263 1
149 194 3
149 408 2
149 1870 4
149 2890 9
150 438 8
150 744 6
151 236 10
151 324 4
151 399 6
151 1900 5
151 4834 1
151 5805 9
152 154 8
152 667 9
152 2040 2
152 2654 6
152 3101 5
152 4473 9
153 220 10
153 226 7
154 1819 1
154 2698 8
154 7713 2
155 6405 8
156 338 8
156 347 8
156 2401 3
156 3879 7
156 7195 8
157 525 5
157 4100 5
158 287 7
158 316 7
158 329 1
158 668 2
158 1139 5
158 2849 5
158 4630 3
158 7404 3
159 202 7
159 209 9
159 255 3
159 1829 10
160 199 4
160 222 4
160 5821 10
160 6781 3
161 436 9
161 520 4
161 726 5
162 1061 6
163 393 7
163 2944 2
163 3269 7
163 5255 6
164 249 6
164 608 7
164 714 2
164 725 7
164 956 9
164 4487 1
165 187 4
165 282 2
165 623 5
165 1143 4
165 2053 8
165 2513 5
166 467 4
166 1028 6
167 466 6
167 607 5
167 641 3
167 937 2
167 1165 2
167 1302 1
167 4145 4
167 4174 6
168 939 9
169 402 2
169 868 4
169 1150 3
169 1189 6
169 1484 9
169 2286 4
169 2541 5
169 8456 7
169 9780 2
170 1617 9
170 5073 1
171 297 1
171 734 2
171 1603 6
171 2247 8
171 8044 4
172 253 8
172 265 9
172 298 10
172 302 10
172 310 8
173 205 9
173 223 3
173 1087 6
173 1177 1
173 1755 5
173 8739 2
173 9595 5
174 206 9
174 207 6
174 345 9
174 1052 9
174 1394 5
174 2938 5
174 3607 1
174 7362 5
175 1575 9
175 3736 10
176 446 9
176 464 3
176 1694 10
176 3117 6
176 3171 7
176 5815 1
177 214 3
177 312 5
177 715 2
177 889 3
177 899 10
178 388 3
178 1767 7
178 6031 5
179 232 3
179 601 2
179 664 1
179 1137 2
179 1848 7
179 2540 7
179 6647 4
179 9754 10
180 182 1
180 292 5
180 387 10
180 993 6
180 4033 8
181 277 9
181 8886 2
182 280 8
182 559 2
182 614 7
182 2365 3
182 4807 2
182 5034 9
183 602 4
183 3561 2
184 193 4
184 547 9
184 560 1
184 4462 5
184 6653 7
184 8460 7
185 268 3
185 1785 8
185 4554 10
186 213 7
186 221 8
186 836 4
186 1602 10
187 294 6
187 1215 10
187 1290 2
187 2703 1
187 3632 8
187 4152 2
187 6202 5
188 395 5
188 491 1
188 2956 5
188 3674 8
188 3693 1
188 6327 10
189 252 1
189 860 10
189 933 8
189 1475 2
189 3335 9
189 4250 9
190 816 8
190 1296 5
190 2971 10
190 8423 7
191 262 10
191 611 2
191 674 3
191 706 9
191 1202 9
192 409 2
192 1047 2
193 1179 8
193 3866 5
194 229 5
194 425 9
195 892 4
195 1131 7
195 2699 6
196 350 1
196 598 3
196 753 1
196 801 5
196 1198 2
196 1205 8
196 1589 2
197 1311 4
197 4499 6
197 5082 6
197 5286 2
198 237 2
198 290 10
198 391 2
198 521 10
198 1443 7
198 2211 8
199 8975 6
200 459 4
200 1168 10
200 1946 6
200 3990 4
200 4126 7
200 5968 6
201 1107 6
201 1469 9
201 2259 5
201 3204 3
201 7729 3
202 3664 3
203 5750 5
204 553 9
204 574 3
204 995 1
204 1635 9
204 2388 5
204 6602 9
205 430 8
205 1178 5
205 1995 1
205 2100 6
205 5860 10
205 9089 4
206 288 4
206 449 7
206 1461 10
206 2400 8
206 2723 3
207 271 10
207 462 7
207 662 10
207 1752 7
207 8553 6
208 672 9
209 233 1
209 250 7
209 267 10
209 447 6
210 307 6
210 416 7
210 1196 2
210 1362 6
210 2018 7
210 4252 8
210 6290 4
211 248 6
211 631 7
211 2375 3
211 6877 4
212 799 3
212 1184 8
212 8950 5
213 256 5
213 331 4
213 849 2
213 1739 9
213 5191 10
214 386 6
214 414 7
214 627 5
214 759 4
214 979 10
214 2605 2
215 752 7
215 1643 8
215 1875 7
216 452 6
216 531 5
216 2525 10
216 6324 3
216 6819 5
217 279 8
217 1148 6
218 996 2
218 1041 3
218 1976 8
218 3464 3
218 7663 7
219 558 1
219 1598 3
219 2043 5
220 530 6
220 735 7
220 1282 3
220 3472 2
220 8272 1
221 241 10
221 313 6
221 360 1
221 645 1
221 3842 4
221 6215 7
221 6705 5
222 2087 8
222 2499 10
222 3279 3
222 6127 1
223 349 3
223 1197 9
223 1344 2
223 3395 8
224 263 7
224 2663 5
224 5190 7
225 1022 5
226 1761 7
226 3791 3
226 8225 6
227 1016 10
227 1405 8
227 2567 1
227 6999 2
227 9964 6
228 405 4
228 1106 5
228 4665 7
228 9616 6
229 3495 9
229 4286 8
229 5419 8
229 9105 4
230 730 2
230 762 7
230 867 1
230 2984 8
230 3690 8
230 3884 6
230 4147 9
231 523 1
231 699 2
231 2041 10
231 3807 8
231 4989 6
231 6432 9
231 8228 7
232 278 8
232 492 8
232 596 3
232 1698 1
232 2728 3
232 6247 7
232 8862 5
233 1067 5
233 1677 10
233 3666 2
233 4242 4
233 8770 10
234 342 5
234 617 6
234 3364 9
234 7107 6
235 612 5
235 1772 4
237 257 9
237 534 4
237 8960 8
238 1110 9
239 982 3
239 1519 9
240 365 4
240 1727 6
241 2814 4
241 4234 5
242 2542 10
242 4680 10
243 1077 9
243 1330 4
243 2013 5
243 5947 3
243 6810 10
244 2202 5
245 543 2
245 1128 4
245 1135 6
245 2374 3
245 2885 9
246 273 7
246 750 2
246 819 6
246 2023 7
247 306 4
247 712 1
247 2537 1
247 2722 2
248 381 4
248 426 8
248 696 3
248 5111 2
248 8059 2
249 283 7
249 500 6
249 561 4
249 1588 2
249 2064 3
249 2863 10
250 254 5
250 340 10
250 472 8
250 606 9
250 5960 9
251 934 4
251 2623 3
251 2808 9
251 8408 10
252 2235 1
253 571 9
253 1279 5
254 1159 1
254 1224 3
254 4368 6
255 640 10
255 896 10
255 4104 4
255 9021 10
256 533 9
256 549 10
256 1007 10
256 3186 4
256 7455 10
257 570 9
257 1125 7
257 2273 8
258 4778 10
258 5541 4
258 6910 1
258 8355 2
258 8647 7
259 455 2
259 1079 4
259 1111 4
259 1730 1
259 1919 8
259 3793 8
260 580 1
261 3078 8
261 3160 4
262 705 9
262 796 10
262 1377 8
262 1403 9
263 568 6
263 1395 1
264 317 3
264 480 7
264 4251 8
264 5374 5
264 6741 3
264 8513 5
265 470 10
265 770 7
265 1011 6
265 3196 8
265 7957 9
266 322 5
266 563 4
266 1356 5
266 2454 3
267 929 3
267 5683 2
267 6200 6
268 412 8
268 437 3
268 1262 6
268 3626 1
270 582 7
270 1000 7
270 1038 7
271 473 6
271 919 9
271 1149 1
271 1445 10
271 1495 6
272 512 5
272 1073 6
272 1095 4
272 3006 9
272 5065 9
273 285 3
273 6137 9
273 8418 2
274 335 2
274 407 9
274 1452 7
276 422 7
276 1216 1
276 1678 9
277 327 8
277 1738 5
277 3102 1
277 3544 5
277 9965 2
278 332 6
278 826 9
278 1741 4
278 5770 9
279 376 7
279 626 9
279 702 6
279 875 10
279 1521 9
279 3846 10
279 6059 1
279 6549 3
280 829 3
280 1276 8
280 1476 9
280 2222 1
280 4191 3
281 489 8
281 605 8
281 732 7
281 803 6
281 3270 1
282 286 7
282 378 3
282 1793 7
282 2507 1
283 451 3
283 1794 4
283 6649 1
284 499 2
284 776 9
284 2460 1
284 2635 3
284 2972 10
285 2986 6
286 443 7
286 740 10
287 1304 5
287 1941 3
287 2361 10
288 642 9
288 1152 3
289 404 4
289 494 5
289 528 4
289 749 9
290 593 6
290 5498 8
290 5552 9
290 5594 6
291 2194 7
291 4013 6
292 1607 5
292 1807 4
293 583 3
293 861 10
293 1070 2
293 5391 3
293 7753 7
294 433 4
294 757 7
294 1199 9
294 2996 7
294 3868 7
295 578 9
295 1832 9
295 4333 3
295 4854 2
295 4955 9
296 516 5
296 2312 7
296 3417 5
296 5767 2
297 900 8
297 950 5
297 1043 9
297 6497 5
298 514 6
298 951 1
298 1733 5
298 2108 1
298 3272 1
298 8603 7
299 666 7
299 3473 3
299 4202 3
299 9257 9
300 396 7
300 1284 3
301 356 4
301 509 6
301 1327 1
301 1413 8
301 2450 1
301 4318 1
301 5659 9
301 9330 8
302 820 4
302 1210 1
302 1281 7
303 981 4
304 368 8
304 397 6
304 866 10
304 1923 4
304 8944 3
305 1439 4
305 4916 1
305 6796 1
306 448 9
306 1561 10
306 6729 3
306 6901 8
307 1174 8
307 5119 1
308 591 10
308 1401 10
308 1504 2
308 1646 5
308 4413 4
308 7831 6
308 9371 2
309 427 1
309 603 5
309 886 9
309 6134 5
310 346 9
310 850 4
310 1953 4
310 3043 7
310 3090 10
310 4120 2
310 6904 9
310 8267 2
311 498 7
311 8658 10
312 624 1
312 689 2
312 3931 4
312 5857 1
313 1775 2
313 4442 2
314 3047 7
314 5061 5
315 650 6
315 659 1
315 3349 8
315 4663 9
315 5307 1
315 8124 7
316 394 7
316 1024 7
316 3434 5
317 1190 6
317 4219 6
317 9517 7
318 485 2
318 965 6
318 6824 4
318 8538 6
318 9603 5
320 3924 5
321 1911 8
321 5993 3
322 3988 7
322 8628 8
323 337 8
323 595 6
323 1490 10
323 3402 3
324 840 3
325 372 4
325 652 10
325 962 6
325 4517 2
325 6098 9
326 374 4
326 701 2
326 9540 6
327 348 2
327 496 8
327 657 9
327 775 8
327 2269 3
327 2270 8
327 7139 8
328 3306 1
329 336 2
329 1944 5
329 2117 8
329 5172 8
330 506 9
330 2803 8
330 4586 6
330 4766 5
330 5725 7
330 6692 4
330 8452 9
331 370 9
331 684 7
331 3553 10
331 3648 2
332 808 4
332 813 5
332 1187 4
332 3923 4
333 575 3
333 809 1
333 2601 10
333 2641 8
334 454 7
334 1539 2
334 1601 1
334 3443 8
335 475 2
335 8000 6
336 872 4
336 1854 6
336 1920 1
336 2061 2
336 2791 8
338 505 10
338 527 6
338 1642 10
339 8127 3
340 704 1
340 2583 6
340 4639 9
341 406 7
341 490 4
341 1229 1
342 1032 8
342 4865 5
342 5676 5
342 8162 6
342 9670 7
343 418 5
343 1315 7
344 3045 9
345 2665 10
345 4432 3
346 522 6
346 2209 8
346 2551 1
346 7840 10
347 469 8
347 4065 4
347 4943 3
348 1275 9
348 1358 4
348 3244 8
349 1066 6
349 1902 2
350 964 6
350 1226 6
350 1332 1
350 4958 4
351 8274 6
352 479 9
352 679 8
352 2111 7
352 2574 9
353 4086 8
353 4128 6
353 7279 9
355 358 4
355 507 8
355 833 2
355 2500 6
355 6355 4
355 6421 2
356 461 5
356 1491 8
356 2619 10
356 2905 3
356 3097 5
356 8172 8
357 686 1
357 6055 9
358 419 6
358 724 9
358 1031 7
358 3025 3
358 3261 9
358 3390 4
358 3474 1
359 364 5
359 1930 10
359 2126 6
359 2682 4
360 486 2
360 581 4
360 670 6
361 450 9
361 471 4
361 478 10
361 6426 7
362 669 3
362 1130 2
362 1753 3
362 2891 5
362 7676 2
363 604 3
363 1021 4
363 3898 2
363 7262 1
364 2845 2
364 8775 1
365 837 1
365 1748 2
365 1844 6
366 5101 7
366 6862 1
366 9194 4
367 1591 10
368 458 8
368 1223 6
368 9673 7
369 1301 7
369 2189 2
369 4090 2
369 6193 8
369 7104 4
370 544 3
370 769 7
370 791 6
370 823 1
370 3649 8
371 567 9
371 768 4
372 481 10
372 1109 3
372 1702 8
372 1889 6
372 2572 5
372 2685 4
372 3556 8
372 5502 9
372 6712 6
373 382 9
373 2034 4
374 784 4
374 1293 3
374 1409 6
374 1824 1
374 3282 1
375 403 10
375 538 5
375 1660 5
375 1719 7
375 8963 10
376 380 2
376 592 5
376 978 8
376 1271 3
376 2764 3
376 3992 9
376 5532 6
377 2842 8
378 683 4
378 2770 10
378 5150 8
379 972 10
379 2339 5
379 4841 6
380 420 5
380 1648 2
380 8151 8
381 636 4
381 7498 10
382 5084 1
383 413 7
383 1367 4
383 2795 9
385 1133 2
385 1333 3
385 4880 10
385 6440 2
385 6518 9
385 6522 6
386 2290 6
386 6762 3
386 9917 2
387 1263 6
387 2643 9
388 1488 7
388 1662 10
388 5047 3
388 6347 8
389 1089 10
389 6960 8
389 9824 6
390 2608 6
390 3019 3
391 415 6
391 680 7
392 1188 1
392 4881 1
392 6279 2
393 501 4
393 4430 2
393 6450 7
394 569 2
394 1318 2
394 7268 2
395 584 10
395 1288 8
395 3081 8
395 8387 9
396 865 4
396 1218 2
396 4418 1
397 914 5
397 1166 1
397 3099 9
398 613 8
399 780 9
399 1092 3
399 1692 7
399 2057 8
399 2344 1
400 431 10
400 511 7
400 967 8
400 1711 7
400 2461 7
402 557 10
402 1400 1
402 1473 4
402 2565 3
402 5871 3
403 1260 1
403 3268 9
403 4094 10
403 7432 5
404 2068 6
404 6378 10
405 2333 7
405 2851 9
405 3235 7
405 4837 6
406 649 2
406 1605 2
406 7880 4
406 9417 1
407 2961 2
407 3871 5
407 7060 8
407 8265 5
407 8556 7
408 961 8
408 3904 5
408 8815 7
409 410 1
409 609 7
409 1417 6
409 6605 10
409 8531 2
410 1185 3
410 2151 5
411 618 1
411 1338 9
411 2127 6
412 2718 1
412 8097 3
413 821 9
413 3184 5
414 551 7
414 1560 2
414 1975 9
415 894 9
415 1459 7
415 3716 4
415 4316 10
415 7790 10
416 711 3
416 1063 5
416 1065 8
416 5990 5
416 7247 4
418 971 8
418 2320 6
418 3580 8
418 4475 10
418 7540 5
418 7625 2
418 9272 9
419 3752 1
419 4228 6
419 5458 5
419 6878 1
419 9963 6
420 2660 9
420 3438 1
420 3573 6
420 6021 3
420 6423 7
421 7896 3
422 2379 4
422 3334 3
423 610 5
423 3344 1
423 9723 2
424 477 3
424 648 1
424 957 9
424 4046 6
424 5311 1
424 7439 5
424 8892 8
425 1776 8
426 884 10
426 3941 1
426 8130 10
427 497 7
427 545 3
427 719 5
427 851 5
427 912 5
427 6372 7
428 488 7
428 562 4
428 3332 8
428 8796 2
429 1787 2
429 3564 10
429 5216 7
431 818 3
431 958 9
431 1230 5
431 1430 4
431 2877 9
431 3040 9
431 6485 2
431 7331 7
432 2846 1
432 4289 5
432 6130 9
433 695 6
433 3382 10
433 4379 9
433 4959 5
435 476 6
435 1708 8
435 2130 4
435 9445 2
436 739 6
436 1074 4
436 3299 5
436 7105 9
437 842 4
437 1269 1
438 9342 6
439 5941 3
440 554 10
440 2459 7
440 6543 2
441 974 4
441 1119 8
441 1385 4
441 1750 7
441 3454 4
442 1054 4
442 2449 6
442 5335 1
443 625 4
443 1154 9
443 3522 9
443 9912 5
445 5417 2
446 518 7
446 723 1
446 797 6
446 2253 4
446 5158 1
447 3888 2
447 4338 1
447 4793 6
447 5917 6
448 909 2
448 1494 6
448 5411 2
449 772 1
449 1771 9
449 3112 2
450 2836 6
451 519 3
452 577 1
453 588 1
453 767 8
453 1357 7
453 8081 8
454 508 7
454 536 5
454 586 10
454 876 3
454 9167 10
455 541 1
455 555 1
455 643 1
455 7168 10
456 540 10
456 1267 10
456 3003 3
456 4243 3
456 5542 5
457 673 4
457 1784 3
457 1883 6
457 2045 2
457 3577 9
458 542 8
459 1492 6
459 3586 3
459 6475 1
460 718 4
460 733 2
460 4253 6
461 510 4
461 548 6
461 902 9
461 1053 3
461 1671 4
461 4483 1
461 8653 3
462 576 3
462 3801 2
463 802 1
464 503 10
464 597 1
464 743 10
464 2429 7
464 2652 5
464 4390 4
466 2418 7
466 2672 8
466 5302 7
466 8920 2
467 1595 6
467 2236 6
467 3819 8
468 4897 2
468 6160 8
470 754 3
470 1129 5
470 8751 5
470 8916 9
471 2044 2
473 687 8
473 5290 7
474 637 9
474 2165 2
474 2319 7
474 3143 8
474 5488 8
474 9716 2
475 573 8
475 5129 5
476 935 5
476 6721 4
477 783 6
477 1427 10
477 5261 4
477 8297 9
477 9150 2
477 9805 9
478 1005 1
478 1339 6
478 6618 2
478 8978 4
479 524 2
479 771 10
479 1340 4
479 4420 9
479 5504 1
480 495 4
480 1515 3
480 3331 5
480 6767 1
481 857 2
481 3873 4
481 3886 3
481 4374 9
482 590 4
482 1013 10
482 4533 5
482 7469 6
483 2196 8
483 2240 2
483 5376 6
483 6232 10
484 1059 9
484 1758 9
484 1880 7
484 3172 7
485 539 3
486 4791 7
487 1055 9
487 2384 7
488 550 10
488 1181 10
488 6124 4
488 6655 9
490 827 1
492 812 2
492 2146 2
492 3568 6
492 4048 8
493 1512 5
493 4290 1
494 764 4
494 1335 2
494 9975 4
495 4799 9
496 698 3
496 1576 2
496 8774 1
497 1208 9
497 1217 10
497 1438 8
498 2792 7
498 7980 4
499 987 5
499 989 10
499 4493 3
499 4502 4
500 1428 2
501 2245 4
501 2964 8
503 1348 8
504 763 8
504 1961 6
504 9617 6
505 3355 10
505 3792 1
505 4306 6
505 8898 5
505 9960 7
506 1580 4
506 3435 1
506 5513 10
506 5820 9
506 8464 7
507 665 7
509 1888 5
510 515 2
510 1958 3
510 2032 1
510 3669 2
510 8644 1
511 4661 2
512 1806 6
512 4144 9
513 589 6
513 2226 3
513 3725 1
513 5093 1
513 5562 3
513 5588 8
513 6210 1
514 646 2
514 954 9
515 3617 4
516 1715 4
516 1803 1
516 3753 4
516 7385 1
517 1559 6
517 3136 5
517 4227 4
517 7881 3
518 700 8
518 747 3
518 891 2
518 2302 4
519 915 9
519 3502 7
519 9299 5
520 2089 1
520 4003 1
521 651 3
521 663 2
521 790 8
521 936 10
522 660 3
522 7635 3
523 5115 2
524 1285 7
524 2254 6
524 4990 7
524 6044 2
525 742 2
525 7422 2
525 9856 7
526 2303 8
526 2867 2
527 844 5
527 1337 5
527 1599 10
527 5845 3
527 8809 5
528 887 8
528 2547 1
529 2164 3
529 6281 9
530 633 5
530 3404 7
530 4378 6
531 546 5
531 552 8
531 644 2
531 2006 8
532 1587 2
532 2331 7
532 4925 9
532 5553 7
534 845 5
534 1176 1
534 1578 7
534 4169 10
534 4481 3
535 587 7
535 629 9
535 675 4
535 3386 2
535 3547 1
535 9008 9
536 1647 5
537 2217 8
537 3142 9
537 6460 10
538 741 9
538 805 8
538 906 9
538 2793 1
538 6078 1
538 7034 6
539 1322 9
539 7942 10
539 9459 6
540 1232 5
540 1432 3
540 1691 2
540 2159 3
540 2869 3
540 4756 9
541 717 6
541 756 10
541 4494 3
541 4765 4
541 4981 4
541 7596 6
543 800 6
543 1274 10
543 5548 4
543 8714 1
544 2267 6
545 2396 7
545 9563 3
546 729 9
546 815 5
547 1584 1
547 2162 7
547 4708 1
548 794 1
548 871 8
548 873 10
548 970 2
548 1027 2
548 1616 7
548 7737 7
549 632 4
549 1631 10
549 3482 3
550 690 6
550 1884 10
550 5885 6
550 7658 6
551 885 6
551 6186 1
552 1429 8
552 1952 4
552 2228 1
552 4671 8
553 793 2
553 807 4
553 3974 3
553 8092 1
553 8720 2
