10000 100000
6 7753 369
6 7762 650
6 9227 181
6 9757 253
6 9782 888
7 23 4
7 100 6
7 197 7
7 352 4
7 355 6
7 618 2
7 1327 1
7 1529 440
7 2987 74
7 3190 8
7 3489 921
7 4444 120
7 5835 841
7 5897 215
7 6662 540
7 7132 306
7 7235 969
7 8974 152
7 9458 422
7 9833 757
8 10 4
8 125 8
8 706 5
8 931 968
8 1728 250
8 2270 54
8 2340 3
8 3906 346
8 5037 2
8 5140 664
8 5625 480
8 6599 88
8 7328 658
8 7345 943
8 8249 52
8 8373 683
8 9696 184
8 9918 194
9 17 1
9 18 7
9 24 5
9 30 10
9 60 8
9 343 6
9 385 535
9 791 153
9 1017 800
9 1150 4
9 1921 784
9 2952 670
9 3977 868
9 4849 465
9 4948 346
9 4991 500
9 6386 504
9 7612 355
9 8211 191
9 8490 668
9 8984 186
9 9356 195
9 9660 160
10 35 8
10 149 8
10 321 324
10 1366 61
10 1466 83
10 2035 755
10 3215 665
10 3523 206
10 4291 401
10 6074 174
10 6264 799
10 6628 366
10 6803 881
10 7748 3
10 8090 594
10 8197 46
10 8552 664
10 8839 621
10 8928 415
10 9883 763
10 9931 381
11 38 8
11 66 1
11 234 360
11 267 9
11 599 783
11 725 245
11 743 425
11 1142 51
11 1343 5
11 1772 895
11 2587 172
11 2875 849
11 3198 894
11 4606 56
11 5735 754
11 6115 8
11 7636 203
11 7724 156
11 8038 65
11 8457 315
11 9731 203
12 14 10
12 19 1
12 75 8
12 77 627
12 107 2
12 113 3
12 191 1
12 212 591
12 465 3
12 657 3
12 729 1
12 833 4
12 911 635
12 2258 458
12 2298 894
12 3216 819
12 3504 687
12 3764 383
12 3915 282
12 3921 176
12 4061 624
12 4775 735
12 5157 209
12 5168 602
12 5746 884
12 5780 1
12 6942 50
12 7344 179
12 7546 185
12 7683 471
12 7863 153
12 8291 544
12 8429 475
12 8964 961
12 9485 1
12 9645 948
13 57 4
13 412 1
13 606 362
13 1523 444
13 1538 10
13 1904 470
13 2330 939
13 3706 991
13 3793 280
13 3961 126
13 4617 449
13 5147 41
13 6051 213
13 6386 678
13 6545 35
13 7454 983
13 8239 623
13 8374 749
13 8896 980
13 8915 675
13 9038 161
14 51 1
14 57 586
14 496 7
14 603 669
14 757 9
14 793 9
14 981 2
14 1001 732
14 1044 3
14 1506 819
14 1870 2
14 2137 304
14 2269 3
14 2299 394
14 2949 97
14 3686 874
14 4859 680
14 4990 471
14 5168 840
14 5197 411
14 6147 210
14 6232 447
14 6257 38
14 6314 162
14 7043 284
14 7210 439
14 7218 867
14 7487 721
14 7787 572
14 7976 638
14 8494 595
15 26 10
15 339 5
15 474 252
15 643 7
15 1829 222
15 3178 371
15 3195 146
15 4239 973
15 4540 820
15 5110 6
15 6030 983
15 6298 417
15 6447 392
15 6688 123
15 6827 399
15 6999 510
15 7075 498
15 7562 10
15 7599 634
15 7795 234
15 8299 5
15 8422 67
15 8509 864
15 9939 278
16 46 1
16 405 10
16 423 127
16 491 896
16 503 226
16 684 7
16 693 851
16 1203 1
16 1489 434
16 1600 634
16 1928 8
16 2535 145
16 2671 192
16 3441 849
16 3546 453
16 4487 121
16 6206 600
16 6245 822
16 6629 24
16 6933 71
16 7467 421
16 8052 712
16 8174 806
16 8285 4
16 8599 535
16 8620 372
16 9215 177
16 9578 254
17 81 6
17 123 6
17 148 9
17 361 7
17 411 5
17 1294 376
17 2193 202
17 2977 787
17 4492 7
17 5056 514
17 5155 663
17 5307 377
17 5949 246
17 6563 684
17 7191 280
17 7414 598
17 7472 951
17 7613 21
17 7720 239
17 8908 22
17 9274 776
17 9420 173
17 9466 302
18 97 2
18 578 2
18 938 122
18 1102 7
18 2141 759
18 3978 819
18 4123 325
18 4289 188
18 4290 841
18 4658 468
18 5665 866
18 6574 422
18 6624 652
18 6652 807
18 8042 592
18 8077 187
18 8126 988
18 8289 10
18 9538 3
18 9603 443
19 25 6
19 1240 753
19 1569 377
19 2791 944
19 2934 6
19 2994 577
19 3240 280
19 3456 321
19 3921 322
19 4245 663
19 4576 549
19 5172 190
19 5583 94
19 5776 64
19 6675 201
19 6790 698
19 7350 805
19 8101 220
19 9086 219
19 9411 581
19 9763 662
19 9839 806
20 21 3
20 27 5
20 78 2
20 101 5
20 147 9
20 474 434
20 986 2
20 1067 720
20 1343 205
20 1585 134
20 1605 52
20 1873 487
20 2477 146
20 2490 748
20 2506 908
20 3292 662
20 3549 6
20 3683 112
20 4443 3
20 4565 832
20 4833 162
20 4892 481
20 5290 558
20 5767 95
20 5789 191
20 6502 998
20 7325 404
20 7568 785
20 8895 6
20 9119 109
20 9836 8
21 22 3
21 29 4
21 36 7
21 40 7
21 89 9
21 467 8
21 959 8
21 2052 787
21 2158 1
21 2330 733
21 2555 202
21 2678 136
21 2922 8
21 2977 626
21 3211 925
21 3420 534
21 4508 426
21 4821 298
21 4926 33
21 6034 500
21 6779 533
21 8063 727
21 8330 671
21 9525 1
21 9806 150
21 9884 341
21 9971 306
22 345 369
22 677 970
22 790 7
22 1055 10
22 1140 271
22 1220 659
22 1295 844
22 1297 948
22 1751 7
22 1838 17
22 1882 752
22 2062 7
22 2534 376
22 3848 168
22 4183 1
22 4933 599
22 5920 154
22 6046 143
22 6185 348
22 6504 10
22 7900 21
22 7949 587
22 9327 628
22 9870 76
22 9917 275
23 48 6
23 116 9
23 214 7
23 220 7
23 242 636
23 416 1
23 630 9
23 912 135
23 1148 720
23 1512 610
23 2035 448
23 2648 40
23 3146 9
23 3344 913
23 3520 6
23 4007 227
23 4133 705
23 4444 536
23 5207 829
23 5443 940
23 6125 199
23 6201 647
23 7392 924
23 7719 378
23 7999 21
23 8083 80
23 8089 863
23 9040 774
23 9276 466
23 9307 977
23 9459 674
23 9559 229
23 9913 571
24 201 6
24 456 2
24 608 21
24 1949 5
24 2474 529
24 2489 36
24 2844 965
24 2858 581
24 3331 16
24 3583 166
24 4023 537
24 4597 211
24 5217 777
24 5232 686
24 5286 791
24 8068 419
24 8178 690
24 8894 15
24 9134 65
25 28 9
25 31 8
25 88 10
25 91 7
25 161 5
25 249 8
25 310 396
25 911 218
25 1600 48
25 2800 260
25 3288 94
25 3425 525
25 4004 100
25 4054 789
25 4452 646
25 4548 744
25 5057 1
25 5099 157
25 6951 658
25 7479 4
25 8681 171
25 9771 8
26 98 2
26 130 9
26 137 5
26 192 7
26 218 5
26 565 2
26 1094 10
26 2603 48
26 2837 715
26 2995 479
26 3531 342
26 3678 278
26 4356 961
26 4995 508
26 5934 272
26 6109 40
26 6444 167
26 8058 420
26 8147 265
26 9401 201
27 183 5
27 387 5
27 395 2
27 501 951
27 1117 931
27 1426 471
27 1792 2
27 1941 9
27 1972 2
27 1990 923
27 2391 667
27 2577 7
27 2881 371
27 3524 520
27 3586 109
27 3608 2
27 3758 490
27 4056 436
27 6994 930
27 7099 433
27 8019 849
27 8693 63
27 9287 997
27 9481 54
27 9536 979
28 61 7
28 72 10
28 153 10
28 276 10
28 372 729
28 391 183
28 491 5
28 494 138
28 835 447
28 1118 579
28 2251 761
28 2373 890
28 2772 4
28 2831 7
28 3054 631
28 3313 9
28 3373 6
28 3762 681
28 4618 753
28 5088 660
28 5236 610
28 5610 919
28 5894 609
28 6725 172
28 8836 889
28 9748 349
29 33 6
29 42 10
29 318 220
29 407 5
29 444 4
29 596 7
29 760 751
29 1550 361
29 2323 843
29 2428 437
29 2570 4
29 2857 979
29 3594 2
29 3603 191
29 4740 463
29 5336 212
29 5855 788
29 6840 896
29 6964 796
29 7439 742
29 8065 807
29 8848 536
29 9064 226
29 9163 384
30 96 4
30 104 2
30 188 831
30 254 1
30 308 8
30 399 768
30 738 5
30 1172 8
30 1528 404
30 1761 4
30 1946 510
30 2292 976
30 2457 3
30 2620 53
30 3814 812
30 4635 208
30 5731 242
30 6071 828
30 7657 517
30 8051 67
30 8512 408
30 8775 48
30 8872 730
30 9224 334
30 9614 2
30 9680 50
30 9762 629
31 293 9
31 329 10
31 619 491
31 719 676
31 782 1
31 1158 7
31 1584 723
31 2020 744
31 2641 982
31 3027 612
31 3037 282
31 4055 148
31 4966 207
31 5473 691
31 6391 570
31 6831 3
31 7326 864
31 8488 740
32 255 310
32 334 248
32 1509 842
32 1617 4
32 2855 220
32 3346 948
32 3843 711
32 4268 486
32 4441 243
32 5226 567
32 5915 63
32 6021 771
32 6136 338
32 7124 475
32 8558 44
32 8822 463
32 9021 367
32 9053 900
32 9203 951
32 9630 8
32 9897 861
33 34 2
33 41 2
33 43 5
33 77 6
33 120 406
33 326 121
33 353 840
33 552 10
33 912 3
33 1000 482
33 1139 7
33 1159 7
33 2187 2
33 2551 122
33 2606 213
33 3121 920
33 3263 256
33 3662 604
33 3755 6
33 5030 826
33 6929 389
33 7086 709
33 7146 85
33 7275 914
33 7882 895
33 9274 808
33 9590 595
33 9904 367
34 272 9
34 360 6
34 600 428
34 929 8
34 1356 523
34 1562 821
34 1724 8
34 1815 904
34 1894 157
34 2039 447
34 2144 196
34 2348 313
34 3237 99
34 3565 448
34 4055 395
34 6124 300
34 7820 249
34 8247 864
34 8472 751
34 9725 133
34 9736 518
34 9770 51
35 63 872
35 94 1
35 141 2
35 479 470
35 649 193
35 1528 4
35 1614 475
35 2729 812
35 2890 680
35 3038 593
35 7186 947
35 7475 218
35 7609 672
35 7799 558
35 9013 775
35 9138 609
35 9394 483
36 50 3
36 56 740
36 104 235
36 154 1
36 157 2
36 184 6
36 487 6
36 560 7
36 1146 9
36 1230 4
36 1306 9
36 1322 772
36 1972 182
36 2956 10
36 3024 386
36 3029 175
36 3499 738
36 4056 529
36 4307 10
36 5100 906
36 5212 590
36 5363 531
36 5871 551
36 5899 681
36 6946 436
36 7445 308
36 8650 863
36 9012 458
36 9095 250
36 9134 691
36 9153 463
37 244 2
37 313 2
37 1316 2
37 1360 1
37 1646 63
37 2052 482
37 2075 905
37 2095 273
37 2303 808
37 2323 534
37 3144 841
37 3733 2
37 4346 15
37 4505 594
37 5206 872
37 5290 362
37 6610 895
37 6784 823
37 6808 187
37 6816 259
37 6923 391
37 7539 588
37 8385 871
37 9166 192
37 9940 176
37 9964 599
38 413 4
38 452 1
38 639 159
38 818 697
38 1377 699
38 1653 947
38 1699 543
38 1993 3
38 2063 431
38 2728 5
38 3041 132
38 3248 6
38 3621 33
38 3645 450
38 4876 7
38 5068 728
38 5432 927
38 6954 675
38 7679 561
38 7892 629
38 8390 812
38 9155 622
38 9320 687
38 9433 648
39 63 7
39 68 10
39 142 3
39 187 9
39 298 8
39 332 2
39 359 3
39 761 3
39 901 871
39 1548 999
39 1688 8
39 1950 197
39 2772 732
39 3112 475
39 3843 152
39 3958 802
39 6640 161
39 6880 810
39 8359 377
39 8995 845
39 9547 779
40 76 6
40 223 165
40 670 287
40 828 787
40 1052 6
40 1109 5
40 1144 4
40 1415 9
40 1513 965
40 2412 3
40 2600 968
40 2799 117
40 3108 836
40 3658 176
40 3816 843
40 4266 429
40 4534 371
40 4746 633
40 5352 538
40 6321 514
40 7623 432
40 8451 203
40 8803 525
41 128 1
41 243 1
41 449 82
41 527 8
41 572 2
41 1137 136
41 2842 47
41 3227 957
41 3325 7
41 3966 9
41 4202 127
41 4799 821
41 5456 596
41 5903 52
41 6054 6
41 7674 922
41 8237 362
42 45 9
42 118 401
42 178 214
42 876 4
42 1076 811
42 1364 3
42 1768 9
42 2239 806
42 2449 898
42 2694 681
42 3512 724
42 3846 192
42 3880 518
42 4443 151
42 4688 116
42 5448 81
42 6324 15
42 7126 322
42 7715 564
42 8478 2
42 8790 995
43 44 6
43 49 7
43 169 3
43 199 34
43 474 2
43 917 8
43 1397 685
43 1898 443
43 2764 107
43 3001 498
43 5059 759
43 6585 585
43 8106 643
43 9334 757
43 9512 359
43 9776 5
43 9889 10
44 67 9
44 83 9
44 316 1
44 428 635
44 550 4
44 619 52
44 860 1
44 1121 224
44 1554 565
44 2428 610
44 2835 376
44 3223 378
44 5012 992
44 5707 61
44 6312 113
44 6341 353
44 6397 1
44 7012 2
44 7260 533
44 8378 119
44 8881 521
45 47 1
45 86 5
45 625 102
45 636 148
45 978 320
45 1530 885
45 1537 755
45 2007 175
45 2474 1
45 2502 506
45 2554 551
45 2802 311
45 3029 366
45 4755 428
45 5892 620
45 7144 757
45 8416 9
45 8770 466
45 9354 9
46 80 9
46 136 40
46 370 4
46 969 8
46 1593 783
46 1793 986
46 1930 479
46 2072 976
46 2668 1
46 2673 1
46 2825 7
46 3938 539
46 4210 822
46 5562 409
46 6147 454
46 6528 559
46 7312 731
46 7709 776
46 8418 273
46 8573 427
46 8709 778
46 8870 501
46 9071 944
47 52 8
47 53 3
47 69 3
47 330 1
47 564 89
47 1516 766
47 1912 3
47 1977 96
47 2209 993
47 2641 59
47 2932 495
47 3271 944
47 3369 209
47 3686 976
47 4411 704
47 4639 716
47 4862 141
47 5809 788
47 6578 798
47 6719 794
47 7467 807
47 7632 756
47 8375 530
47 8401 344
47 8867 228
47 9700 234
47 9786 206
47 9832 466
48 182 2
48 231 1
48 301 8
48 496 976
48 653 373
48 1039 8
48 1120 579
48 2268 220
48 3134 524
48 3319 5
48 4884 23
48 4962 141
48 5650 239
48 5753 907
48 6257 276
48 6630 702
48 7007 387
48 7175 679
48 8519 502
48 8770 7
48 8844 697
48 8938 921
49 59 899
49 65 1
49 76 588
49 110 6
49 323 855
49 432 3
49 568 96
49 1140 177
49 2060 25
49 2616 815
49 4642 742
49 4921 46
49 5161 678
49 5338 525
49 5994 675
49 6654 567
49 6807 458
49 6981 5
49 8129 388
49 8228 688
49 8404 68
49 8601 886
49 9268 764
49 9295 646
49 9469 764
49 9677 207
49 9956 80
50 99 6
50 131 8
50 158 1
50 196 4
50 311 4
50 349 10
50 481 4
50 807 4
50 2318 241
50 2810 37
50 3115 5
50 3149 160
50 3234 854
50 3899 899
50 3918 578
50 4202 6
50 4416 6
50 4505 751
50 4748 592
50 4768 1
50 4962 337
50 5762 866
50 6708 571
50 8027 692
50 8508 645
51 651 5
51 725 227
51 1727 99
51 2690 455
51 3306 997
51 4466 984
51 4871 68
51 5317 710
51 5750 767
51 6308 83
51 8017 24
51 9180 209
51 9269 662
51 9599 467
52 71 7
52 105 3
52 1399 989
52 1548 357
52 2027 358
52 2448 276
52 2680 899
52 2939 831
52 4101 90
52 4201 75
52 4927 8
52 5758 788
52 7207 547
52 7617 397
52 7690 88
52 8638 295
52 8703 281
52 9134 182
52 9199 887
52 9205 333
52 9896 353
53 200 4
53 415 8
53 522 960
53 769 8
53 1561 554
53 2120 326
53 2259 81
53 2518 463
53 2656 453
53 2682 794
53 2811 51
53 2975 686
53 3464 471
53 3977 1
53 4115 271
53 5888 110
53 6389 222
53 7590 144
53 7854 641
53 8013 817
53 8703 61
53 9951 998
54 346 8
54 511 8
54 714 958
54 1015 7
54 1071 2
54 2503 415
54 2532 907
54 2826 5
54 2950 305
54 3322 695
54 3987 402
54 4104 162
54 4450 957
54 4695 882
54 5414 967
54 5597 559
54 7354 560
54 8440 505
54 8527 487
54 9288 599
54 9898 369
55 79 7
55 92 1
55 144 3
55 180 6
55 333 4
55 658 389
55 759 7
55 898 66
55 1807 775
55 1948 455
55 3010 884
55 3090 581
55 3262 10
55 3299 240
55 4761 646
55 4835 4
55 5819 424
55 5879 650
55 5957 225
55 6024 435
55 6265 716
55 7021 840
55 7075 90
55 8378 750
55 8462 5
56 82 10
56 112 7
56 119 5
56 134 2
56 166 2
56 275 4
56 340 9
56 622 3
56 691 114
56 913 707
56 1217 5
56 1515 9
56 2927 7
56 3033 674
56 3517 684
56 4110 375
56 5360 946
56 5580 219
56 6314 786
56 6548 3
56 6785 973
56 6850 332
56 7833 819
56 8264 108
56 8388 984
56 9106 810
56 9676 103
56 9769 205
57 59 2
57 111 1
57 584 5
57 903 8
57 948 6
57 1168 979
57 1451 10
57 1495 34
57 2613 331
57 2931 834
57 3434 188
57 3640 343
57 3979 147
57 5535 407
57 5559 586
57 5854 216
57 6037 80
57 6089 206
57 6575 610
57 7201 348
57 7599 652
57 8141 931
57 8698 4
57 8823 912
57 9861 244
57 9990 533
58 64 4
58 90 6
58 630 931
58 1137 463
58 1414 281
58 1585 2
58 1707 5
58 1799 204
58 2411 506
58 2942 917
58 3228 9
58 3794 303
58 3833 954
58 3976 10
58 4600 5
58 5171 998
58 7296 25
58 7526 166
58 7625 350
58 7718 868
58 7864 370
58 8209 982
58 8659 465
58 9392 423
59 70 1
59 74 10
59 185 7
59 253 1
59 1850 129
59 1971 239
59 2188 465
59 2691 746
59 4471 768
59 4475 843
59 4940 363
59 5321 899
59 6343 541
59 6514 415
59 7444 402
59 7632 341
59 8043 348
59 8517 217
60 286 90
60 463 9
60 1493 3
60 1696 843
60 2586 10
60 3830 673
60 3881 572
60 4494 926
60 4929 26
60 6122 567
60 6550 238
60 7787 383
60 8219 8
60 8277 581
60 8375 3
60 8884 655
60 8919 316
60 9261 6
60 9647 939
60 9956 496
61 133 7
61 175 1
61 502 166
61 634 6
61 1460 1
61 2838 346
61 2874 621
61 3157 116
61 4316 99
61 4376 881
61 4592 347
61 5002 391
61 5778 810
61 7234 973
61 7893 708
61 7976 955
61 8015 695
61 8022 225
61 8070 128
61 8688 99
61 9123 876
61 9240 15
61 9374 89
62 150 7
62 170 6
62 348 9
62 494 496
62 661 7
62 762 5
62 1256 261
62 1519 75
62 1613 727
62 1962 756
62 2480 535
62 2729 432
62 3082 365
62 3421 559
62 3425 436
62 4487 1
62 4691 2
62 5486 151
62 5520 599
62 5584 831
62 5609 513
62 6064 215
62 6533 716
62 6824 302
62 6884 966
62 7193 384
62 7687 960
62 8079 947
62 8176 974
62 8422 426
62 8572 171
62 9108 7
62 9817 91
63 375 581
63 709 3
63 731 3
63 1360 538
63 1892 232
63 2562 1
63 3666 933
63 4503 992
63 5472 295
63 5736 428
63 8209 709
63 8730 715
63 9135 809
63 9507 359
64 156 10
64 453 4
64 531 1
64 1191 1
64 1796 726
64 1846 162
64 1923 911
64 2356 504
64 2380 1
64 2442 444
64 2596 519
64 3035 9
64 3052 132
64 3252 344
64 3616 277
64 3803 2
64 4344 783
64 4370 17
64 4637 738
64 5068 71
64 5454 293
64 6661 864
64 6666 85
64 6783 208
64 7461 132
64 7812 107
64 7815 3
64 9151 386
65 73 9
65 997 270
65 1085 311
65 1230 186
65 2800 506
65 3244 706
65 4317 8
65 4555 378
65 4749 914
65 4939 3
65 7638 247
65 7793 395
65 8062 518
65 9068 703
65 9246 923
66 117 1
66 136 2
66 724 10
66 767 9
66 1569 10
66 2992 697
66 3183 711
66 3932 999
66 4209 148
66 5578 88
66 5974 50
66 6019 757
66 6114 800
66 6473 546
66 7324 109
66 8013 709
66 8015 619
66 8167 825
66 8292 178
66 8534 872
66 8594 81
66 9084 126
67 350 1
67 390 594
67 1047 2
67 1472 220
67 1889 850
67 2700 983
67 3588 9
67 3797 6
67 4319 864
67 4324 823
67 4839 85
67 4933 679
67 5630 153
67 6006 3
67 6230 82
67 6982 623
67 7217 518
67 7476 665
67 7885 923
67 9933 543
68 101 868
68 502 10
68 867 6
68 902 7
68 1205 167
68 1842 421
68 2213 242
68 3438 326
68 3487 224
68 3685 443
68 5512 956
68 5826 295
68 6576 791
68 6871 401
68 7390 212
68 7851 680
68 7978 257
68 8263 6
68 8407 7
68 9007 981
68 9064 2
68 9069 811
68 9331 493
68 9699 215
68 9792 512
69 102 103
69 187 100
69 277 2
69 338 4
69 1033 977
69 1843 719
69 2186 591
69 4503 898
69 5033 275
69 5926 706
69 6518 21
69 6815 101
69 8632 29
69 8888 484
69 9201 770
70 394 744
70 768 4
70 891 576
70 941 2
70 1521 575
70 1580 220
70 1693 363
70 3516 239
70 3737 872
70 3763 769
70 3988 144
70 3990 34
70 4245 427
70 5157 91
70 7172 205
70 7500 894
70 8000 628
70 9227 887
70 9362 136
70 9959 314
71 290 119
71 369 719
71 416 337
71 782 831
71 836 3
71 870 156
71 975 653
71 1441 317
71 1766 7
71 1818 687
71 3227 78
71 3363 452
71 4917 470
71 6396 471
71 6622 755
71 6702 444
71 7021 961
71 9092 836
71 9102 7
71 9669 439
71 9937 570
72 85 1
72 853 454
72 1568 516
72 2348 484
72 2876 75
72 3291 202
72 3336 92
72 3681 454
72 4664 784
72 4745 586
72 4810 740
72 4986 719
72 5110 626
72 5873 772
72 6233 5
72 7010 7
72 7353 935
72 7928 986
72 9366 472
72 9965 750
73 441 4
73 508 2
73 760 277
73 863 508
73 1244 294
73 1247 121
73 1600 8
73 2927 248
73 4511 898
73 5344 521
73 5376 324
73 5615 251
73 6098 984
73 6175 6
73 6339 447
73 7279 887
73 8869 467
73 9675 550
74 115 8
74 286 5
74 309 8
74 1349 7
74 1468 199
74 1571 466
74 2425 970
74 4084 597
74 4252 896
74 4963 151
74 5975 120
74 6435 537
74 8257 524
74 8680 183
74 8707 522
74 8868 10
74 9078 498
74 9533 99
75 228 2
75 473 1
75 551 3
75 599 3
75 753 101
75 1732 43
75 3603 229
75 4640 242
75 4799 949
75 5038 257
75 5090 303
75 7721 93
75 9134 135
76 93 6
76 635 543
76 1136 696
76 1137 714
76 2802 6
76 2817 709
76 2955 4
76 3619 843
76 3822 80
76 4123 711
76 5110 922
76 5489 784
76 5864 19
76 5947 96
76 6913 149
76 8710 905
76 8835 374
76 9178 184
76 9753 525
76 9762 391
77 140 3
77 304 6
77 1840 843
77 3751 956
77 4278 62
77 4309 1
77 4557 849
77 5237 533
77 5436 763
77 5903 347
77 6091 96
77 6816 472
77 7171 187
77 7376 293
77 7689 428
77 8647 994
77 9158 251
77 9227 784
78 367 1
78 489 3
78 519 5
78 520 2
78 1283 386
78 1304 851
78 1490 2
78 1863 2
78 1881 509
78 2176 616
78 2978 480
78 3241 944
78 3445 7
78 3652 379
78 3865 368
78 4161 693
78 4290 369
78 4373 2
78 4869 650
78 6453 947
78 6476 672
78 6736 3
78 7263 115
78 7308 764
78 8533 28
78 8719 699
78 8947 280
79 95 2
79 105 8
79 114 5
79 257 283
79 1495 5
79 1801 353
79 1839 59
79 2310 754
79 2346 3
79 3511 205
79 3853 927
79 4098 812
79 4360 790
79 5400 461
79 5483 855
79 6068 589
79 6545 292
79 7097 743
79 7287 945
79 7368 556
79 7466 8
79 7562 381
79 7646 535
79 8993 156
79 9060 217
79 9934 983
80 87 4
80 591 1
80 1120 350
80 1399 523
80 1680 8
80 1726 5
80 2077 41
80 2400 4
80 2963 883
80 3575 752
80 4257 966
80 4864 139
80 5131 508
80 5803 146
80 5872 923
80 6044 796
80 6086 121
80 6274 597
80 6305 393
80 7015 408
80 7103 312
80 7508 270
80 8218 188
80 8688 841
80 8809 971
80 9071 257
81 102 8
81 121 5
81 573 9
81 908 7
81 1077 409
81 1184 901
81 1789 5
81 1981 792
81 3828 944
81 3840 302
81 4254 267
81 4444 193
81 4957 255
81 6344 840
81 6723 262
81 7655 367
81 7808 908
81 7946 972
81 9126 8
81 9201 513
82 106 3
82 127 3
82 162 4
82 245 9
82 1138 938
82 1645 832
82 1822 262
82 2298 967
82 2533 513
82 2844 72
82 2931 5
82 3423 692
82 4535 447
82 4661 4
82 5126 431
82 5210 84
82 5393 208
82 5825 849
82 6210 470
82 7391 933
82 7826 941
82 8757 578
82 9244 839
82 9517 587
83 210 799
83 216 5
83 395 737
83 1990 923
83 2725 392
83 4085 705
83 5347 278
83 5491 692
83 5577 528
83 6644 559
83 7155 242
83 7210 1
83 7772 708
83 8722 130
83 9068 230
83 9331 314
83 9542 576
84 233 9
84 603 10
84 670 243
84 1029 604
84 1155 3
84 2032 6
84 2557 578
84 3211 836
84 3309 623
84 3933 262
84 4029 9
84 4104 340
84 4185 761
84 4301 892
84 4311 175
84 4436 598
84 5570 420
84 5946 4
84 6501 738
84 6879 561
84 8008 823
84 8206 195
84 9115 188
84 9156 946
84 9506 859
84 9763 461
85 267 906
85 740 7
85 871 10
85 937 684
85 1360 633
85 2514 675
85 2705 335
85 3380 254
85 4062 466
85 4826 306
85 5275 612
85 6374 330
85 6523 572
85 7183 137
85 7257 311
85 8806 542
85 9646 1
85 9970 750
86 215 345
86 299 6
86 523 1
86 544 2
86 922 109
86 974 861
86 1709 5
86 2555 931
86 2659 8
86 3687 181
86 3827 909
86 4692 789
86 4845 663
86 4982 116
86 5054 721
86 6460 564
86 6465 8
86 7468 428
86 7560 479
86 8085 667
86 8848 442
86 9197 322
86 9562 565
86 9962 599
87 157 859
87 517 82
87 718 597
87 758 2
87 913 941
87 1447 3
87 1687 479
87 2558 971
87 3591 139
87 3866 687
87 4474 641
87 4743 979
87 4754 948
87 4884 825
87 5022 3
87 5535 394
87 6335 482
87 6648 254
87 6769 916
87 6902 938
87 7278 678
87 7535 786
87 8813 628
87 9019 601
87 9297 746
88 103 5
88 251 1
88 394 4
88 441 927
88 485 766
88 1064 6
88 1422 6
88 1748 348
88 1889 489
88 2878 771
88 2891 8
88 3604 185
88 4772 10
88 6805 9
88 7370 826
88 8299 513
88 8375 179
88 8550 144
88 8948 237
88 9041 473
88 9693 207
88 9749 815
88 9894 339
88 9967 413
89 118 2
89 138 9
89 199 1
89 264 5
89 292 2
89 577 578
89 1837 566
89 1977 3
89 3484 360
89 3995 8
89 3998 234
89 4631 289
89 4716 7
89 4762 77
89 4931 856
89 4994 2
89 5445 733
89 5510 4
89 5533 420
89 5969 283
89 6045 28
89 6271 651
89 6335 433
89 6489 170
89 6784 48
89 7209 565
89 8235 723
90 135 7
90 605 437
90 688 2
90 1555 152
90 1803 277
90 2016 973
90 2962 449
90 3254 6
