2000 100000
3 1926 331
3 1933 276
3 1948 388
3 1954 636
3 1960 617
3 1976 512
3 1984 249
4 8 853
4 15 2
4 48 982
4 75 2
4 78 703
4 80 730
4 85 641
4 87 323
4 89 2
4 99 62
4 107 407
4 110 167
4 119 4
4 139 828
4 147 837
4 154 574
4 189 158
4 192 8
4 241 245
4 262 838
4 277 552
4 289 24
4 301 3
4 329 239
4 331 904
4 337 474
4 346 799
4 368 937
4 408 896
4 410 333
4 414 320
4 415 923
4 418 749
4 426 654
4 428 470
4 456 576
4 465 437
4 482 257
4 497 895
4 529 892
4 560 358
4 570 620
4 575 346
4 592 297
4 616 7
4 618 172
4 634 783
4 695 415
4 720 899
4 721 10
4 750 493
4 765 154
4 772 510
4 776 124
4 781 331
4 793 147
4 798 764
4 800 919
4 806 873
4 815 431
4 821 235
4 873 944
4 909 483
4 912 787
4 915 198
4 917 320
4 933 485
4 943 1
4 949 560
4 963 89
4 1008 34
4 1050 703
4 1061 505
4 1070 708
4 1073 804
4 1079 113
4 1123 877
4 1133 478
4 1149 679
4 1165 379
4 1166 334
4 1177 412
4 1178 161
4 1199 160
4 1254 973
4 1259 150
4 1262 564
4 1273 346
4 1302 248
4 1304 109
4 1321 204
4 1339 822
4 1381 595
4 1452 499
4 1466 739
4 1475 850
4 1476 733
4 1504 264
4 1605 71
4 1619 412
4 1624 50
4 1626 611
4 1630 74
4 1631 141
4 1647 730
4 1652 5
4 1653 62
4 1656 317
4 1672 272
4 1681 742
4 1688 890
4 1701 672
4 1703 143
4 1724 760
4 1740 738
4 1747 5
4 1751 837
4 1763 179
4 1782 175
4 1793 837
4 1806 775
4 1818 889
4 1833 391
4 1844 643
4 1858 675
4 1859 95
4 1870 516
4 1896 846
4 1947 5
4 1992 418
5 34 981
5 58 61
5 61 510
5 68 576
5 79 125
5 86 8
5 136 10
5 139 137
5 163 98
5 299 263
5 307 319
5 315 581
5 321 543
5 339 177
5 377 538
5 392 10
5 405 365
5 439 787
5 443 410
5 449 469
5 452 4
5 458 142
5 470 803
5 481 157
5 495 354
5 515 110
5 546 49
5 554 873
5 557 629
5 563 708
5 595 707
5 608 935
5 610 746
5 638 5
5 644 558
5 661 289
5 664 652
5 689 584
5 702 734
5 703 100
5 712 301
5 725 461
5 764 42
5 782 17
5 789 227
5 835 439
5 883 712
5 894 184
5 981 301
5 983 645
5 987 555
5 1004 475
5 1011 725
5 1026 881
5 1033 446
5 1059 248
5 1118 288
5 1119 828
5 1146 171
5 1156 409
5 1209 638
5 1214 9
5 1220 521
5 1272 590
5 1280 129
5 1285 727
5 1315 670
5 1326 760
5 1330 277
5 1333 528
5 1379 445
5 1380 249
5 1386 37
5 1388 795
5 1389 462
5 1397 467
5 1409 457
5 1422 659
5 1458 48
5 1481 486
5 1516 228
5 1544 817
5 1561 295
5 1575 9
5 1592 5
5 1646 232
5 1668 101
5 1670 902
5 1700 149
5 1701 368
5 1708 2
5 1768 919
5 1798 55
5 1808 300
5 1811 517
5 1827 35
5 1828 804
5 1835 630
5 1842 209
5 1936 641
5 1966 186
5 1987 760
6 10 65
6 22 3
6 49 25
6 60 359
6 64 635
6 75 916
6 168 495
6 170 875
6 184 296
6 200 820
6 228 234
6 271 389
6 281 458
6 286 3
6 290 867
6 297 254
6 313 6
6 320 503
6 347 154
6 371 600
6 399 863
6 413 576
6 446 552
6 478 596
6 482 369
6 492 581
6 550 560
6 551 877
6 561 638
6 571 380
6 577 732
6 594 969
6 603 702
6 632 901
6 653 90
6 656 418
6 695 742
6 725 942
6 828 397
6 866 386
6 874 446
6 878 791
6 925 304
6 955 194
6 958 239
6 962 365
6 986 656
6 988 940
6 1000 307
6 1033 618
6 1042 910
6 1048 803
6 1063 640
6 1086 232
6 1113 570
6 1173 995
6 1219 947
6 1220 834
6 1222 358
6 1229 46
6 1230 619
6 1249 947
6 1278 127
6 1295 32
6 1296 449
6 1319 906
6 1372 290
6 1374 233
6 1407 343
6 1447 659
6 1476 555
6 1486 754
6 1494 376
6 1508 854
6 1515 508
6 1519 661
6 1626 184
6 1663 120
6 1704 633
6 1706 340
6 1745 545
6 1790 784
6 1807 452
6 1835 440
6 1871 35
6 1903 376
6 1904 334
6 1916 679
6 1931 912
6 1936 725
6 1944 320
6 1982 213
6 1985 6
6 1990 93
7 14 6
7 21 958
7 27 333
7 41 2
7 45 8
7 50 261
7 51 450
7 66 815
7 80 2
7 82 973
7 101 285
7 104 660
7 126 882
7 139 726
7 143 3
7 150 594
7 151 745
7 166 5
7 170 593
7 173 59
7 185 539
7 196 627
7 221 135
7 222 86
7 295 800
7 317 19
7 347 562
7 358 177
7 369 616
7 380 958
7 388 132
7 400 434
7 410 154
7 445 476
7 457 885
7 482 979
7 490 538
7 502 633
7 512 939
7 518 676
7 533 974
7 582 255
7 658 181
7 692 532
7 702 354
7 705 418
7 723 844
7 739 676
7 774 741
7 782 672
7 783 926
7 785 930
7 795 572
7 816 432
7 826 663
7 835 604
7 939 781
7 944 9
7 946 340
7 957 255
7 967 553
7 1015 837
7 1042 680
7 1123 39
7 1128 869
7 1138 994
7 1177 163
7 1183 74
7 1192 941
7 1215 208
7 1225 884
7 1244 324
7 1247 95
7 1280 760
7 1288 753
7 1332 482
7 1334 817
7 1355 708
7 1416 903
7 1454 604
7 1466 213
7 1487 859
7 1493 871
7 1507 809
7 1537 160
7 1538 332
7 1566 816
7 1586 259
7 1602 816
7 1610 42
7 1616 893
7 1639 692
7 1678 469
7 1689 659
7 1694 563
7 1726 529
7 1731 636
7 1732 259
7 1746 150
7 1760 921
7 1772 238
7 1791 581
7 1810 148
7 1856 304
7 1889 90
7 1905 323
7 1941 764
7 1942 578
7 1948 575
7 1976 215
8 21 95
8 23 7
8 28 6
8 77 10
8 119 936
8 156 469
8 162 490
8 165 295
8 199 867
8 231 798
8 252 852
8 269 785
8 316 603
8 327 795
8 356 87
8 361 139
8 362 313
8 364 33
8 392 788
8 457 128
8 530 876
8 559 973
8 569 535
8 624 360
8 643 662
8 654 806
8 657 306
8 673 993
8 678 928
8 692 728
8 713 556
8 721 36
8 738 235
8 744 186
8 784 372
8 802 565
8 821 647
8 829 216
8 864 415
8 893 9
8 900 111
8 920 693
8 935 998
8 940 141
8 944 655
8 951 995
8 957 149
8 963 599
8 1003 289
8 1014 494
8 1063 851
8 1095 64
8 1112 823
8 1121 806
8 1172 568
8 1203 385
8 1241 657
8 1242 124
8 1344 899
8 1411 268
8 1415 893
8 1419 554
8 1431 351
8 1435 19
8 1460 465
8 1467 936
8 1496 488
8 1512 992
8 1535 398
8 1536 582
8 1537 8
8 1573 735
8 1584 174
8 1601 925
8 1617 238
8 1635 577
8 1639 957
8 1646 123
8 1668 930
8 1683 785
8 1699 660
8 1720 273
8 1729 776
8 1749 415
8 1751 225
8 1759 670
8 1783 864
8 1816 229
8 1850 340
8 1868 775
8 1877 256
8 1926 585
8 1950 699
8 1959 475
8 1961 201
9 11 365
9 48 873
9 52 596
9 63 281
9 73 713
9 134 553
9 144 10
9 171 8
9 185 10
9 222 551
9 229 641
9 263 394
9 290 515
9 306 814
9 323 418
9 331 33
9 341 622
9 343 808
9 368 785
9 461 859
9 475 220
9 485 532
9 539 576
9 614 567
9 647 943
9 650 73
9 661 132
9 671 786
9 672 115
9 686 463
9 687 516
9 693 202
9 719 369
9 722 85
9 731 353
9 758 296
9 760 192
9 768 701
9 769 996
9 832 850
9 890 513
9 957 717
9 1001 47
9 1034 651
9 1035 828
9 1083 231
9 1097 427
9 1120 390
9 1129 24
9 1132 710
9 1210 241
9 1215 358
9 1227 645
9 1233 460
9 1284 327
9 1292 972
9 1294 607
9 1323 644
9 1360 665
9 1404 809
9 1407 693
9 1434 868
9 1492 668
9 1503 14
9 1520 300
9 1538 360
9 1566 294
9 1594 33
9 1627 610
9 1631 283
9 1646 798
9 1708 429
9 1712 12
9 1723 737
9 1728 76
9 1786 736
9 1800 997
9 1811 48
9 1823 341
9 1826 774
9 1827 125
9 1832 985
9 1872 70
9 1874 269
9 1894 24
9 1902 805
9 1909 782
9 1925 239
9 1947 11
9 1954 233
9 1995 231
10 14 1000
10 18 1
10 20 141
10 36 4
10 41 108
10 65 452
10 67 9
10 80 163
10 88 655
10 108 844
10 139 584
10 151 280
10 156 306
10 218 5
10 262 493
10 266 368
10 275 641
10 298 105
10 302 161
10 318 878
10 357 338
10 360 338
10 389 41
10 390 317
10 402 22
10 429 538
10 504 143
10 521 56
10 543 8
10 551 832
10 583 838
10 594 953
10 603 356
10 616 161
10 622 10
10 626 32
10 659 282
10 672 740
10 684 277
10 720 230
10 722 120
10 734 828
10 761 404
10 781 969
10 813 331
10 902 72
10 910 517
10 939 564
10 1054 853
10 1056 417
10 1087 978
10 1114 678
10 1119 131
10 1144 459
10 1147 164
10 1167 296
10 1203 302
10 1207 573
10 1249 966
10 1270 216
10 1275 540
10 1305 891
10 1311 346
10 1322 593
10 1329 411
10 1333 724
10 1340 24
10 1361 277
10 1367 33
10 1424 846
10 1457 229
10 1461 644
10 1488 745
10 1494 682
10 1504 730
10 1547 980
10 1552 505
10 1556 825
10 1567 168
10 1629 440
10 1651 957
10 1695 871
10 1697 4
10 1698 609
10 1702 330
10 1711 242
10 1725 253
10 1825 265
10 1882 287
10 1901 210
10 1944 645
10 1946 569
10 1971 676
10 1989 595
11 20 7
11 24 6
11 29 546
11 47 8
11 56 8
11 60 169
11 94 113
11 115 978
11 117 777
11 140 207
11 144 196
11 149 388
11 183 865
11 199 718
11 244 975
11 255 871
11 318 146
11 324 296
11 327 984
11 344 353
11 363 404
11 386 183
11 420 857
11 424 320
11 431 193
11 463 778
11 541 915
11 549 83
11 563 762
11 571 888
11 577 5
11 583 8
11 595 56
11 604 377
11 606 565
11 614 700
11 656 735
11 691 493
11 718 313
11 723 571
11 736 311
11 751 391
11 765 205
11 769 6
11 779 621
11 794 390
11 830 950
11 864 583
11 870 536
11 887 3
11 917 693
11 935 695
11 979 561
11 1005 168
11 1013 666
11 1015 733
11 1023 900
11 1044 686
11 1060 506
11 1071 708
11 1082 790
11 1083 491
11 1101 303
11 1115 111
11 1120 736
11 1126 431
11 1139 64
11 1168 254
11 1172 311
11 1203 306
11 1228 1
11 1229 852
11 1247 377
11 1248 279
11 1251 172
11 1284 394
11 1389 180
11 1399 825
11 1459 245
11 1468 914
11 1501 313
11 1507 7
11 1539 736
11 1569 138
11 1573 907
11 1577 751
11 1586 95
11 1613 79
11 1615 777
11 1634 619
11 1635 762
11 1643 294
11 1663 724
11 1667 359
11 1695 411
11 1696 481
11 1704 806
11 1723 811
11 1724 963
11 1733 135
11 1745 998
11 1766 178
11 1783 253
11 1834 690
11 1857 183
11 1862 769
11 1865 293
11 1886 257
11 1963 877
11 1974 634
11 1995 92
12 15 423
12 16 6
12 19 927
12 26 10
12 31 812
12 34 798
12 49 2
12 50 7
12 59 42
12 70 1
12 93 137
12 104 779
12 136 3
12 140 620
12 170 446
12 178 496
12 226 3
12 232 363
12 246 1
12 262 559
12 289 178
12 307 909
12 315 770
12 320 9
12 330 117
12 351 255
12 355 921
12 364 723
12 400 116
12 404 358
12 435 228
12 467 233
12 482 747
12 496 203
12 515 585
12 537 69
12 543 309
12 562 4
12 592 508
12 606 90
12 617 964
12 621 263
12 650 584
12 662 544
12 674 403
12 688 735
12 689 396
12 693 386
12 694 995
12 757 595
12 763 920
12 768 438
12 774 412
12 801 603
12 804 747
12 823 870
12 839 515
12 849 291
12 862 957
12 868 984
12 875 453
12 908 415
12 936 376
12 976 833
12 999 238
12 1001 748
12 1028 385
12 1089 420
12 1115 887
12 1121 194
12 1126 8
12 1165 909
12 1200 17
12 1206 660
12 1237 803
12 1266 439
12 1268 553
12 1297 987
12 1315 748
12 1337 537
12 1343 314
12 1364 543
12 1365 948
12 1366 374
12 1435 704
12 1441 183
12 1457 50
12 1475 386
12 1477 441
12 1498 596
12 1508 854
12 1516 134
12 1534 496
12 1537 443
12 1646 353
12 1669 584
12 1679 256
12 1690 284
12 1695 318
12 1726 462
12 1735 970
12 1745 610
12 1746 640
12 1758 850
12 1814 290
12 1822 450
12 1833 511
12 1842 727
12 1879 82
12 1945 131
12 1951 987
12 1961 70
12 1978 1
12 1998 699
13 79 189
13 83 788
13 87 293
13 106 451
13 126 117
13 148 991
13 186 720
13 188 265
13 196 53
13 213 975
13 214 644
13 238 211
13 239 189
13 288 955
13 296 109
13 315 7
13 375 744
13 380 451
13 406 124
13 415 963
13 430 860
13 437 841
13 477 286
13 497 316
13 504 138
13 511 415
13 541 8
13 550 986
13 557 732
13 580 743
13 596 853
13 612 817
13 617 31
13 629 311
13 638 644
13 648 882
13 665 573
13 727 619
13 734 839
13 797 627
13 840 344
13 858 7
13 883 678
13 893 54
13 896 259
13 935 770
13 950 813
13 956 562
13 977 197
13 992 91
13 994 141
13 996 139
13 1009 646
13 1021 473
13 1073 593
13 1083 344
13 1122 877
13 1173 795
13 1204 716
13 1241 685
13 1242 34
13 1252 580
13 1256 761
13 1318 348
13 1322 507
13 1332 747
13 1351 755
13 1365 988
13 1369 98
13 1377 1
13 1407 129
13 1414 438
13 1418 521
13 1425 288
13 1458 825
13 1462 39
13 1475 531
13 1512 605
13 1536 426
13 1541 270
13 1575 998
13 1609 5
13 1648 680
13 1653 909
13 1661 5
13 1686 712
13 1695 944
13 1745 652
13 1752 254
13 1753 796
13 1765 100
13 1784 105
13 1787 28
13 1789 592
13 1812 480
13 1845 83
13 1849 903
13 1859 185
13 1877 232
13 1882 914
13 1920 493
13 1922 982
13 1926 367
13 1930 246
13 1958 808
13 1961 215
14 72 792
14 87 1
14 95 507
14 103 206
14 137 759
14 149 107
14 161 7
14 175 427
14 181 764
14 206 231
14 288 302
14 304 813
14 305 222
14 380 987
14 385 437
14 392 187
14 409 596
14 433 750
14 448 702
14 527 257
14 555 676
14 568 676
14 670 324
14 678 204
14 699 552
14 726 651
14 831 34
14 848 775
14 911 724
14 927 965
14 931 817
14 932 192
14 937 962
14 943 643
14 955 695
14 978 476
14 985 609
14 1005 538
14 1018 588
14 1115 566
14 1144 882
14 1148 659
14 1172 463
14 1175 901
14 1181 588
14 1221 30
14 1242 807
14 1252 896
14 1258 493
14 1264 760
14 1274 252
14 1288 658
14 1301 173
14 1319 574
14 1323 133
14 1324 402
14 1333 885
14 1375 900
14 1416 683
14 1469 320
14 1490 395
14 1520 972
14 1576 85
14 1577 411
14 1642 780
14 1645 166
14 1668 794
14 1718 304
14 1726 518
14 1739 287
14 1797 9
14 1799 881
14 1822 713
14 1830 389
14 1853 791
14 1889 20
14 1901 13
14 1977 600
14 1989 141
15 17 10
15 43 87
15 65 835
15 77 618
15 84 891
15 85 35
15 106 605
15 148 999
15 158 345
15 168 557
15 241 125
15 273 869
15 283 754
15 286 400
15 289 887
15 293 850
15 339 449
15 358 117
15 359 912
15 368 46
15 385 731
15 390 904
15 393 108
15 406 144
15 416 932
15 496 814
15 499 804
15 508 694
15 513 966
15 535 149
15 545 654
15 549 566
15 563 166
15 573 708
15 590 794
15 597 588
15 599 324
15 646 780
15 662 953
15 668 403
15 705 309
15 716 671
15 757 310
15 790 238
15 797 527
15 810 119
15 885 955
15 905 501
15 920 129
15 940 919
15 963 640
15 986 428
15 992 334
15 1027 911
15 1033 894
15 1139 49
15 1140 696
15 1143 379
15 1211 314
15 1213 315
15 1214 218
15 1228 818
15 1235 637
15 1269 559
15 1277 744
15 1289 640
15 1293 818
15 1300 597
15 1315 589
15 1323 99
15 1334 392
15 1335 475
15 1414 885
15 1428 66
15 1490 539
15 1511 706
15 1518 220
15 1531 132
15 1558 935
15 1565 910
15 1583 598
15 1586 819
15 1601 17
15 1603 173
15 1617 415
15 1624 824
15 1629 837
15 1638 36
15 1643 580
15 1649 956
15 1653 886
15 1656 777
15 1669 890
15 1683 465
15 1724 846
15 1737 361
15 1748 49
15 1776 733
15 1790 159
15 1793 874
15 1795 24
15 1798 395
15 1808 743
15 1809 730
15 1863 501
15 1874 34
15 1934 413
15 1946 841
15 1948 3
15 1970 322
15 1982 292
15 1996 163
16 70 325
16 108 605
16 110 267
16 127 3
16 186 837
16 239 543
16 243 153
16 249 116
16 273 5
16 276 491
16 295 751
16 308 341
16 313 288
16 319 920
16 360 193
16 371 99
16 383 23
16 390 766
16 412 495
16 421 39
16 425 83
16 445 328
16 448 3
16 464 454
16 477 86
16 514 968
16 531 204
16 547 626
16 564 916
16 583 145
16 611 996
16 653 242
16 675 719
16 680 980
16 683 745
16 687 386
16 709 396
16 712 397
16 742 10
16 796 835
16 823 11
16 840 594
16 889 151
16 892 766
16 950 988
16 991 290
16 1002 826
16 1010 579
16 1037 715
16 1050 481
16 1065 181
16 1073 102
16 1088 274
16 1107 967
16 1130 933
16 1132 52
16 1149 743
16 1158 630
16 1172 363
16 1196 237
16 1206 464
16 1239 106
16 1277 891
16 1295 259
16 1308 970
16 1348 212
16 1379 168
16 1381 500
16 1384 803
16 1410 695
16 1431 651
16 1453 556
16 1479 30
16 1500 654
16 1519 85
16 1535 241
16 1630 407
16 1663 644
16 1678 601
16 1696 447
16 1700 278
16 1717 950
16 1723 9
16 1730 993
16 1742 908
16 1769 694
16 1786 81
16 1875 744
16 1919 443
16 1945 930
16 1983 680
16 1993 300
17 19 5
17 25 9
17 34 1
17 40 3
17 67 181
17 104 2
17 114 871
17 118 917
17 134 3
17 163 692
17 174 788
17 179 437
17 181 983
17 186 618
17 195 468
17 240 121
17 243 847
17 244 750
17 258 761
17 274 726
17 278 9
17 329 463
17 337 611
17 340 560
17 361 684
17 391 107
17 406 477
17 421 781
17 450 818
17 471 149
17 513 514
17 521 757
17 532 832
17 546 720
17 563 240
17 565 23
17 623 885
17 624 713
17 627 25
17 654 883
17 674 95
17 676 92
17 678 347
17 697 531
17 737 715
17 744 588
17 786 943
17 810 874
17 818 174
17 901 223
17 912 36
17 919 687
17 941 143
17 950 757
17 957 107
17 975 231
17 989 733
17 1002 838
17 1010 780
17 1025 348
17 1037 906
17 1075 676
17 1094 745
17 1102 497
17 1126 91
17 1127 609
17 1153 811
17 1168 933
17 1247 440
17 1256 27
17 1317 879
17 1324 163
17 1345 571
17 1369 690
17 1490 945
17 1496 959
17 1501 213
17 1510 392
17 1529 19
17 1583 64
17 1611 235
17 1624 796
17 1662 275
17 1689 644
17 1694 55
17 1698 243
17 1792 499
17 1825 600
17 1830 279
17 1841 230
17 1911 134
17 1925 871
17 1989 982
17 1997 696
18 21 10
18 39 2
18 42 694
18 52 604
18 58 55
18 71 202
18 143 346
18 184 9
18 196 126
18 211 450
18 240 119
18 252 19
18 254 251
18 262 184
18 270 969
18 271 10
18 282 3
18 288 6
18 302 810
18 335 9
18 340 652
18 357 82
18 371 888
18 387 592
18 411 3
18 471 720
18 480 885
18 501 40
18 520 159
18 547 366
18 557 637
18 573 352
18 593 32
18 620 505
18 691 966
18 697 217
18 801 71
18 807 984
18 817 860
18 859 19
18 876 93
18 892 148
18 899 829
18 911 94
18 913 60
18 917 747
18 947 882
18 957 52
18 979 536
18 985 912
18 989 743
18 999 463
18 1015 743
18 1030 189
18 1037 241
18 1039 752
18 1055 326
18 1089 679
18 1093 921
18 1122 155
18 1131 147
18 1145 156
18 1206 736
18 1210 551
18 1214 304
18 1215 476
18 1216 502
18 1239 575
18 1251 755
18 1260 431
18 1287 170
18 1324 859
18 1332 212
18 1368 521
18 1431 444
18 1531 924
18 1535 447
18 1552 729
18 1599 746
18 1606 163
18 1658 399
18 1678 275
18 1686 879
18 1688 457
18 1698 423
18 1699 603
18 1703 611
18 1707 585
18 1708 273
18 1715 21
18 1717 273
18 1721 19
18 1723 980
18 1740 683
18 1753 968
18 1762 911
18 1799 704
18 1830 46
18 1841 691
18 1875 280
18 1883 155
18 1909 571
18 1975 219
18 1984 422
19 119 506
19 201 184
19 209 556
19 215 362
19 218 906
19 232 736
19 233 190
19 238 39
19 240 154
19 256 250
19 307 416
19 310 122
19 324 187
19 351 555
19 390 943
19 418 973
19 419 250
19 464 803
19 479 649
19 494 142
19 496 15
19 536 1000
19 538 960
19 540 28
19 562 993
19 592 65
19 623 788
19 638 289
19 671 650
19 685 195
19 708 677
19 713 756
19 736 655
19 746 151
19 751 397
19 767 863
19 779 279
19 803 757
19 861 474
19 871 307
19 898 473
19 904 883
19 907 832
19 908 605
19 910 743
19 916 916
19 918 143
19 959 850
19 973 182
19 999 452
19 1009 801
19 1020 508
19 1022 673
19 1036 673
19 1037 205
19 1050 118
19 1079 740
19 1101 596
19 1112 317
19 1114 819
19 1135 426
19 1145 28
19 1152 121
19 1174 334
19 1270 394
19 1291 222
19 1329 237
19 1386 930
19 1424 298
19 1433 167
19 1435 886
19 1473 303
19 1484 676
19 1510 641
19 1523 745
19 1555 940
19 1599 444
19 1648 578
19 1674 519
19 1676 367
19 1686 876
19 1733 708
19 1735 410
19 1815 175
19 1821 4
19 1837 512
19 1845 979
19 1882 948
19 1898 317
19 1918 356
19 1926 968
19 1944 8
19 1947 874
19 1958 903
19 1976 757
19 1995 984
20 30 7
20 31 512
20 69 584
20 84 678
20 88 359
20 109 101
20 126 503
20 159 230
20 225 681
20 233 374
20 241 31
20 261 293
20 299 889
20 307 299
20 319 850
20 324 515
20 350 581
20 379 513
20 382 116
20 386 131
20 396 170
20 426 539
20 447 905
20 449 58
20 450 19
20 489 816
20 504 2
20 505 887
20 534 326
20 591 717
20 602 129
20 603 883
20 637 785
20 638 707
20 639 141
20 654 239
20 657 614
20 658 482
20 659 444
20 662 171
20 680 770
20 709 429
20 714 667
20 720 443
20 776 576
20 781 275
20 786 287
20 803 206
20 823 3
20 830 544
20 928 983
20 1004 1
20 1021 514
20 1071 815
20 1119 855
20 1140 663
20 1186 479
20 1223 679
20 1237 288
20 1294 476
20 1299 146
20 1335 86
20 1346 399
20 1381 345
20 1384 28
20 1392 774
20 1437 461
20 1469 369
20 1485 97
20 1507 635
20 1525 894
20 1535 445
20 1554 409
20 1556 782
20 1576 1000
20 1602 466
20 1606 800
20 1665 204
20 1676 305
20 1694 335
20 1707 8
20 1733 885
20 1735 851
20 1737 81
20 1746 109
20 1756 166
20 1783 328
20 1857 634
20 1891 353
20 1918 724
20 1939 238
20 1942 548
20 1962 576
20 1974 774
20 1975 249
20 1989 1000
20 1998 270
21 24 619
21 29 6
21 33 1
21 116 387
21 120 316
21 124 169
21 130 681
21 157 511
21 163 854
21 164 801
21 166 500
21 170 665
21 176 412
21 192 503
