2000 10000
34 676 679
34 1009 142
34 1032 9
34 1098 11
35 57 3
35 58 271
35 85 10
35 136 510
35 189 677
35 251 6
35 323 3
35 391 9
35 501 412
35 665 5
35 835 837
35 849 8
35 1114 3
35 1128 572
35 1157 805
35 1184 6
35 1745 924
36 88 150
36 124 2
36 663 506
36 677 6
36 763 265
36 1679 723
36 1836 131
36 1852 355
37 38 10
37 121 267
37 327 2
37 602 193
37 621 650
37 1089 9
37 1208 3
37 1429 969
37 1509 835
37 1599 852
37 1703 6
37 1782 983
38 96 3
38 97 9
38 198 10
38 285 12
38 474 152
38 592 5
38 798 390
38 886 443
38 1587 844
38 1686 856
38 1810 131
38 1921 349
39 65 1
39 66 6
39 106 8
39 139 3
39 168 5
39 255 125
39 428 163
39 811 972
39 844 317
39 1039 573
39 1090 211
39 1177 842
39 1744 204
39 1762 979
39 1969 856
40 46 3
40 55 6
40 91 4
40 215 9
40 435 692
40 574 8
40 692 289
40 1802 455
41 61 3
41 93 2
41 125 3
41 718 8
41 834 9
41 871 638
41 1503 353
41 1544 918
41 1698 207
41 1780 3
41 1813 66
41 1954 85
42 63 4
42 79 617
42 377 332
42 456 937
42 463 475
42 670 822
42 748 7
42 1027 784
42 1105 869
42 1215 83
42 1264 1000
42 1765 769
43 53 5
43 141 9
43 465 139
43 605 4
43 616 4
43 791 438
43 887 779
43 1290 239
43 1659 373
43 1669 823
43 1854 8
44 157 6
44 181 4
44 227 903
44 277 10
44 369 151
44 385 130
44 468 548
44 548 5
44 566 158
44 687 388
44 1001 952
44 1427 8
44 1473 647
45 113 223
45 147 4
45 280 1
45 462 399
45 531 7
45 617 873
45 788 10
45 889 484
45 1097 260
45 1111 5
45 1255 533
45 1371 510
45 1483 643
45 1518 385
46 380 2
46 850 5
46 911 880
46 943 492
46 1218 2
46 1322 6
46 1495 254
46 1600 944
46 1942 983
46 1948 204
47 64 144
47 178 8
47 228 514
47 250 4
47 451 357
47 762 155
47 1000 85
47 1195 46
47 1379 581
47 1434 3
47 1661 51
48 52 566
48 60 5
48 510 290
48 940 458
48 957 310
48 1012 4
48 1198 430
48 1230 5
48 1264 508
48 1290 724
48 1351 211
48 1634 985
48 1654 676
48 1727 858
48 1943 587
49 191 1
49 675 3
49 765 185
49 862 5
49 865 258
49 917 510
49 1278 5
49 1328 635
50 80 923
50 95 4
50 1057 150
50 1536 725
50 1660 623
50 1676 984
50 1719 387
51 69 8
51 140 852
51 256 182
51 551 2
51 741 7
51 790 614
51 1137 784
51 1564 469
51 1688 444
51 1852 249
51 1917 615
52 74 352
52 78 7
52 88 3
52 140 3
52 517 2
52 604 4
52 851 426
52 1352 277
52 1757 544
52 1856 731
52 1915 722
52 1917 515
53 59 882
53 209 10
53 230 2
53 252 1
53 578 415
53 760 6
53 773 420
53 783 205
53 1052 3
53 1102 772
53 1151 359
53 1338 9
53 1347 10
53 1803 109
54 112 456
54 141 906
54 279 9
54 380 685
54 730 1
54 841 272
54 1798 642
55 62 5
55 99 8
55 154 9
55 176 7
55 306 2
55 346 694
55 377 519
55 521 9
55 583 478
55 743 405
55 794 640
55 1976 628
56 87 9
56 142 8
56 189 576
56 283 247
56 342 5
56 573 540
56 589 875
56 761 3
56 805 438
56 853 785
56 896 819
56 1439 8
56 1558 904
56 1812 820
57 126 1
57 196 58
57 280 618
57 477 8
57 727 3
57 1049 568
57 1057 8
57 1160 10
57 1207 198
57 1713 118
57 1860 884
57 1914 814
57 1934 122
58 254 8
58 334 155
58 431 870
58 523 4
58 728 7
58 782 80
58 833 238
58 873 107
58 884 461
58 914 802
58 990 970
58 1188 299
58 1438 721
58 1827 840
59 102 779
59 113 8
59 405 9
59 514 147
59 535 1
59 885 5
59 975 835
59 1142 917
59 1226 10
59 1232 576
59 1331 817
60 245 3
60 318 533
60 331 395
60 406 10
60 537 718
60 1031 282
60 1155 412
60 1395 694
60 1415 47
60 1477 8
60 1498 962
60 1664 901
60 1923 20
61 94 10
61 265 2
61 373 452
61 731 924
61 755 595
61 815 555
61 1573 4
61 1618 89
61 1829 373
61 1919 3
62 82 7
62 133 4
62 213 1
62 342 884
62 394 593
62 652 842
62 767 782
62 858 4
62 1029 666
62 1042 801
62 1442 52
62 1863 400
63 100 1
63 206 5
63 237 6
63 356 92
63 551 65
63 594 899
63 710 471
63 1242 316
63 1450 818
64 79 3
64 225 10
64 928 675
64 1153 729
64 1331 184
64 1447 108
64 1494 2
64 1826 823
64 1875 785
65 68 9
65 71 4
65 73 10
65 350 7
65 756 3
65 1010 154
65 1228 531
65 1357 2
65 1516 462
65 1645 10
65 1695 316
65 1736 10
66 123 7
66 222 8
66 298 401
66 347 3
66 694 1
66 754 95
66 816 608
66 874 595
66 1203 10
66 1646 664
66 1691 454
67 83 8
67 109 4
67 153 8
67 157 546
67 272 1
67 454 418
67 460 110
67 484 172
67 494 352
67 588 881
67 692 2
67 942 39
67 1206 762
67 1419 574
67 1450 935
67 1704 959
67 1908 821
68 112 9
68 212 1
68 281 521
68 714 71
68 1168 604
68 1328 749
68 1556 10
68 1722 1
68 1845 908
68 1978 244
69 74 9
69 145 2
69 149 819
69 175 10
69 182 1
69 223 10
69 282 517
69 377 10
69 541 758
69 943 936
69 1198 477
69 1398 962
69 1482 363
69 1740 7
70 102 3
70 227 853
70 274 2
70 283 393
70 354 8
70 608 3
70 639 219
70 872 725
70 1234 52
70 1480 7
70 1623 880
70 1636 23
70 1806 107
71 266 51
71 372 588
71 498 757
71 543 270
71 1160 191
71 1529 93
72 84 8
72 101 3
72 120 2
72 211 324
72 244 8
72 509 554
72 600 965
72 786 511
72 791 638
72 869 731
72 1079 671
72 1080 940
72 1157 389
72 1178 489
72 1617 811
72 1865 809
72 1883 801
72 1902 153
73 105 8
73 126 661
73 324 319
73 376 894
73 402 805
73 404 21
73 410 8
73 867 93
73 1537 376
73 1659 6
73 1767 214
73 1933 409
74 121 1
74 170 8
74 639 7
74 739 3
74 770 99
74 1131 360
74 1161 9
74 1659 767
74 1668 741
74 1703 356
74 1792 923
74 1794 874
74 1994 319
75 560 261
75 780 337
75 863 589
75 895 687
75 1310 668
75 1340 454
76 83 887
76 184 825
76 729 6
76 731 425
76 905 2
76 1014 473
76 1253 612
76 1672 383
76 1709 739
76 1989 42
77 163 236
77 255 7
77 278 10
77 366 995
77 380 808
77 423 4
77 544 5
77 781 6
77 1284 739
77 1333 939
77 1599 7
77 1717 6
77 1757 100
77 1794 620
78 81 5
78 117 5
78 149 5
78 290 344
78 355 3
78 419 11
78 520 209
78 604 139
78 983 311
78 1011 985
78 1077 588
78 1158 908
78 1553 55
78 1666 571
78 1741 743
78 1939 605
78 1968 9
79 115 6
79 389 5
79 516 3
79 897 112
79 946 124
79 949 826
79 982 2
79 1234 54
79 1731 2
80 90 5
80 114 4
80 689 264
80 1053 235
80 1124 618
80 1217 195
80 1340 376
80 1571 736
80 1619 380
81 430 325
81 830 883
81 929 658
81 940 7
81 1102 10
81 1121 530
81 1280 465
81 1422 160
81 1637 842
81 1712 937
81 1717 368
82 209 831
82 211 2
82 354 687
82 636 221
82 814 10
82 1134 871
82 1234 645
82 1759 10
82 1831 246
83 402 291
83 485 1
83 508 601
83 881 239
83 923 5
83 1187 595
83 1562 615
83 1760 4
83 1790 579
83 1994 367
84 154 926
84 321 923
84 438 6
84 559 694
84 695 846
84 799 10
84 837 769
84 992 762
84 1057 148
84 1716 715
85 156 6
85 485 565
85 1030 945
85 1128 643
85 1404 78
85 1671 9
85 1850 462
85 1981 161
85 1983 187
86 249 721
86 480 8
86 580 817
86 1079 571
86 1483 238
86 1520 137
86 1701 349
86 1797 905
86 1824 542
87 202 341
87 232 8
87 249 2
87 430 586
87 598 10
87 1178 38
87 1318 513
87 1437 307
87 1933 373
87 1997 726
88 102 354
88 318 6
88 367 6
88 554 553
88 782 826
88 999 9
88 1149 199
88 1285 369
88 1550 113
88 1967 174
89 117 771
89 341 998
89 441 881
89 559 124
89 801 302
89 980 4
89 1205 10
89 1245 512
89 1602 326
89 1641 966
89 1872 746
89 1889 7
90 116 3
90 242 511
90 309 480
90 326 8
90 360 2
90 487 828
90 629 325
90 803 4
90 861 940
90 892 510
90 1465 406
90 1610 419
90 1747 738
90 1774 821
91 187 190
91 224 5
91 355 290
91 554 633
91 808 5
91 1042 6
91 1823 68
91 1956 191
92 220 9
92 337 332
92 353 963
92 623 430
92 791 417
92 1291 290
92 1488 8
92 1552 10
93 148 8
93 281 6
93 631 279
93 929 525
94 122 6
94 210 5
94 399 488
94 542 936
94 609 165
94 632 8
94 836 222
94 1074 81
94 1111 542
94 1615 553
94 1621 730
94 1761 641
94 1838 677
95 129 3
95 217 1
95 281 279
95 525 232
95 561 353
95 1713 2
95 1972 911
96 118 2
96 397 1
96 458 6
96 1045 3
96 1223 453
96 1412 662
96 1676 308
96 1777 54
96 1893 774
96 1949 375
96 1975 77
97 218 340
97 487 3
97 524 5
97 577 868
97 640 86
97 1034 1
97 1437 158
97 1440 453
97 1756 307
97 1986 265
98 110 3
98 299 7
98 465 17
98 519 2
98 528 881
98 956 5
98 1161 19
98 1389 406
98 1622 739
98 1870 133
98 1969 870
99 137 4
99 138 10
99 679 117
99 1045 57
99 1079 778
99 1299 5
99 1624 487
99 1743 780
99 1885 166
100 172 6
100 177 4
100 241 250
100 264 6
100 414 118
100 1011 208
100 1014 900
100 1049 419
100 1431 6
100 1812 531
100 1874 537
100 1987 668
101 289 904
101 371 4
101 505 775
101 667 7
101 670 6
101 798 4
101 846 372
101 906 6
101 1377 685
101 1439 318
101 1802 276
102 111 922
102 634 9
102 796 809
102 824 562
102 1764 4
102 1940 236
103 453 3
103 527 1
103 668 2
103 735 581
103 1359 1
103 1394 815
103 1738 560
104 108 8
104 111 9
104 518 5
104 533 776
104 544 666
104 568 9
104 753 845
104 758 253
104 800 408
104 874 635
104 1106 292
104 1116 241
104 1195 796
104 1208 916
104 1869 32
104 1908 771
105 424 285
105 883 9
105 884 914
105 939 3
105 963 260
105 1101 38
105 1467 53
106 107 3
106 356 3
106 469 236
106 701 352
106 871 225
106 910 282
106 929 69
106 1382 73
106 1691 666
106 1878 255
107 207 8
107 209 165
107 215 188
107 411 425
107 721 462
107 822 4
107 994 511
107 1025 4
107 1027 195
107 1059 641
107 1149 628
107 1211 238
107 1387 934
107 1498 3
108 190 6
108 275 10
108 426 751
108 565 127
108 709 751
108 866 280
108 1022 259
108 1188 233
108 1397 796
108 1580 951
109 174 6
109 336 4
109 490 183
109 611 6
109 719 6
109 726 964
109 1001 44
109 1173 947
109 1659 981
109 1708 241
110 303 898
110 456 8
110 812 747
110 998 596
110 1509 862
110 1629 4
111 422 4
111 502 242
111 679 205
111 893 385
111 966 740
111 1097 97
111 1141 624
111 1413 425
111 1472 176
111 1528 10
111 1728 924
111 1758 414
111 1933 191
112 128 1
112 197 398
112 290 900
112 299 570
112 537 5
112 556 645
112 563 7
112 654 185
112 780 804
112 859 104
112 1256 101
113 154 761
113 335 163
113 435 729
113 490 107
113 525 704
113 600 817
113 630 589
113 773 563
113 1024 183
113 1076 8
113 1188 968
113 1306 994
113 1358 172
113 1535 722
113 1744 318
113 1790 7
113 1816 252
113 1958 341
114 359 387
114 497 525
114 498 10
114 1052 453
114 1157 439
114 1170 55
114 1525 927
114 1539 380
114 1585 698
114 1726 369
114 1834 984
114 1903 6
115 341 335
115 436 186
115 538 377
115 560 566
115 606 7
115 1231 338
115 1282 6
116 390 3
116 417 8
116 817 1
116 1259 7
117 186 380
117 278 802
117 404 3
117 630 115
117 1461 267
117 1502 46
117 1534 113
117 1549 712
118 131 9
118 162 10
118 169 3
118 495 397
118 613 561
118 831 978
118 1051 728
118 1857 729
118 1874 38
119 130 346
119 234 39
119 256 998
119 541 904
119 557 560
119 745 235
119 1181 317
119 1204 226
119 1341 82
119 1787 866
120 188 2
120 373 944
120 375 551
120 509 13
120 698 54
120 703 81
120 1275 167
120 1394 280
120 1438 347
120 1443 178
120 1523 773
120 1543 693
120 1804 318
120 1911 9
121 150 8
121 263 12
121 964 9
121 1050 120
121 1299 726
121 1484 99
121 1591 2
121 1865 485
121 1923 507
122 187 365
122 256 228
122 500 178
122 702 4
122 764 270
122 935 2
122 1009 26
122 1359 650
122 1568 719
122 1616 808
122 1750 2
122 1928 891
122 1995 7
123 194 145
123 203 4
123 231 3
123 316 5
123 518 224
123 581 224
123 1114 511
123 1400 896
123 1510 583
123 1874 57
124 158 2
124 193 10
124 508 709
124 731 967
124 921 792
124 1073 753
124 1286 815
124 1859 613
125 180 8
125 195 3
125 202 516
125 580 132
125 803 72
125 836 764
125 1012 641
125 1670 7
126 296 8
126 365 6
126 454 16
126 1557 154
126 1928 228
127 228 45
127 531 979
127 617 3
127 642 216
127 691 926
127 968 92
127 1014 5
127 1293 204
128 154 967
128 503 549
128 707 863
128 769 948
128 1214 451
128 1550 382
128 1889 651
129 234 9
129 243 261
129 451 272
129 497 617
129 577 592
129 831 2
129 1602 916
129 1628 371
130 361 987
130 465 443
130 615 949
130 687 17
130 929 1
130 993 349
130 1070 921
130 1382 543
130 1557 747
130 1581 751
130 1648 548
130 1924 4
131 368 625
131 621 22
131 895 7
131 1251 799
131 1286 338
131 1480 9
131 1668 182
131 1699 606
132 146 6
132 236 7
132 961 3
132 1668 107
133 267 281
133 379 888
133 552 1
133 770 300
133 1105 10
133 1297 975
133 1311 153
133 1353 367
133 1708 309
133 1948 958
133 1989 427
134 589 967
134 637 405
134 754 10
134 1034 711
134 1192 496
134 1416 5
134 1451 325
134 1843 294
134 1910 7
135 232 966
135 317 480
135 366 761
135 878 772
135 1022 735
135 1074 913
135 1359 105
135 1523 468
135 1866 805
136 217 447
136 690 296
136 790 816
136 1175 110
136 1243 909
136 1696 273
136 1710 329
136 1798 766
137 200 7
137 249 97
137 711 502
137 860 577
137 1277 1
137 1314 531
137 1715 642
137 1777 407
137 1809 738
137 1863 74
138 164 9
138 202 855
138 262 159
138 314 1
138 356 346
138 472 595
138 491 3
138 897 522
138 1331 584
138 1374 27
138 1521 153
138 1706 239
138 1992 487
139 159 914
139 172 696
139 187 8
139 243 2
139 285 3
139 368 6
139 401 4
139 609 896
139 669 703
139 719 43
139 854 10
139 898 352
139 1251 180
139 1603 139
139 1694 706
139 1865 285
140 193 858
140 292 9
140 329 404
140 555 4
140 638 799
140 857 4
140 890 1
140 946 510
140 1096 2
140 1950 817
140 1972 461
141 151 5
141 196 2
141 236 443
141 308 9
141 485 524
141 527 527
141 937 4
141 1433 325
141 1563 459
141 1739 696
141 1996 7
142 190 667
142 201 3
142 264 814
142 347 629
142 425 316
142 525 568
142 609 7
142 832 3
142 846 635
142 901 500
142 1007 843
142 1379 4
143 348 649
143 396 1
143 543 986
143 659 858
143 865 915
143 899 6
143 1165 3
143 1184 702
143 1288 414
143 1505 856
143 1738 5
143 1743 793
143 1874 95
143 1939 996
144 256 9
144 437 570
144 801 440
144 817 52
144 971 4
144 996 4
144 1022 670
144 1075 612
144 1275 559
144 1336 909
144 1777 7
145 149 173
145 186 6
145 194 506
145 714 332
145 909 891
145 1051 665
145 1093 546
145 1174 822
145 1315 5
145 1506 723
145 1541 516
145 1643 531
145 1972 336
146 270 844
146 368 696
146 606 46
146 846 848
146 942 869
146 1214 452
146 1243 556
146 1685 658
146 1769 317
147 266 87
147 359 4
147 377 670
147 459 482
147 576 523
147 757 875
147 921 5
147 950 74
147 1151 614
147 1351 533
148 357 10
148 370 156
148 505 8
148 537 835
148 709 698
148 763 614
148 794 181
148 978 488
148 1086 562
148 1375 968
148 1479 661
148 1610 3
148 1658 576
148 1673 289
148 1799 515
148 1924 614
148 1985 821
149 208 6
149 214 10
149 396 479
149 558 977
149 628 945
149 1703 58
149 1959 10
149 1976 364
150 432 9
150 434 9
150 721 10
150 728 764
150 792 836
150 845 530
150 1275 448
150 1369 988
150 1723 802
151 183 7
151 314 914
151 375 4
151 450 125
151 623 5
151 711 847
151 786 5
151 916 354
151 1176 556
151 1269 988
151 1389 118
151 1896 2
152 416 344
152 473 5
152 613 9
152 624 742
152 773 102
152 848 415
152 1085 49
152 1210 4
152 1249 173
152 1619 818
152 1712 462
152 1861 912
152 1914 576
153 435 125
153 1005 9
153 1009 63
153 1276 636
154 163 8
154 240 4
154 436 4
154 467 9
154 723 7
154 1083 193
154 1317 206
154 1402 9
154 1761 595
155 179 5
155 189 913
155 227 9
155 304 8
155 556 2
155 573 2
155 682 3
155 794 945
155 900 878
155 1276 63
155 1297 3
155 1810 130
156 283 739
156 290 5
156 438 292
156 474 520
156 727 41
156 1111 339
156 1196 672
156 1649 434
156 1743 587
156 1873 942
156 1899 631
157 159 207
157 338 476
157 719 486
157 1071 9
157 1200 10
157 1279 504
157 1295 3
157 1646 666
157 1686 702
157 1919 107
157 1940 549
158 235 6
158 466 10
158 506 283
158 524 276
158 1247 245
158 1517 569
158 1611 15
158 1759 489
158 1814 571
158 1887 10
159 731 9
159 833 822
159 955 637
159 1157 656
159 1236 876
159 1304 5
159 1448 791
159 1599 370
160 205 9
160 384 993
160 523 776
160 583 526
160 1420 669
160 1760 90
160 1797 48
160 1875 529
161 240 688
161 348 860
161 376 122
161 552 724
161 783 808
161 1292 637
161 1328 4
161 1499 832
161 1690 406
161 1917 28
162 223 33
162 256 65
162 875 927
162 976 201
162 1190 9
162 1581 5
162 1624 680
163 363 5
163 453 239
163 580 873
163 870 8
163 1363 2
163 1531 602
163 1560 15
163 1725 672
164 165 1
164 242 404
164 307 5
164 332 9
164 402 4
164 1244 1
164 1257 2
164 1365 907
164 1965 894
165 311 247
165 892 209
165 1112 777
165 1232 183
165 1253 631
165 1563 100
165 1576 745
166 359 278
166 492 99
166 1214 628
166 1308 2
166 1363 949
166 1513 960
166 1705 401
166 1991 770
167 369 10
167 752 37
167 778 33
167 917 89
167 1313 381
167 1678 360
167 1770 857
168 295 626
168 438 645
168 441 5
168 610 83
168 687 59
168 886 2
168 1095 648
168 1244 465
168 1496 551
168 1588 750
169 173 8
169 190 654
169 193 229
169 455 484
169 757 9
169 819 792
169 935 460
169 1120 8
169 1343 376
169 1406 748
169 1477 152
169 1538 11
170 189 44
170 257 996
170 313 486
170 328 1
170 450 857
170 482 908
170 726 803
170 819 4
170 1354 9
170 1394 397
170 1470 970
170 1557 436
170 1662 330
170 1805 105
170 1879 7
170 1894 434
171 228 5
171 313 913
171 379 3
171 385 655
171 521 311
171 543 895
171 840 136
171 1196 4
171 1197 225
171 1245 411
171 1373 216
171 1433 31
171 1540 233
171 1591 818
171 1650 90
171 1695 794
171 1725 157
171 1771 124
172 221 8
172 841 53
172 981 2
172 1058 6
172 1236 59
172 1284 610
172 1467 195
172 1807 546
173 199 9
173 393 6
173 587 2
173 738 459
173 966 665
173 1332 943
173 1392 720
173 1413 327
173 1543 4
173 1650 5
173 1674 862
174 258 8
174 418 5
174 442 978
174 496 10
174 634 499
174 783 329
174 992 692
174 1557 276
175 219 392
175 262 6
175 445 7
175 476 2
175 926 7
175 1386 310
175 1435 7
175 1620 107
175 1644 495
175 1839 61
176 356 988
176 732 891
176 952 793
176 1106 162
176 1389 180
176 1748 827
176 1988 10
177 322 207
177 730 477
177 804 447
177 902 194
177 951 602
177 968 122
177 1330 968
177 1662 449
177 1683 993
177 1955 299
177 1982 729
178 318 625
178 366 8
178 388 391
178 723 759
178 767 7
178 774 688
178 1097 780
178 1975 990
179 376 515
179 478 332
179 808 69
179 862 205
179 1104 276
179 1339 705
179 1687 162
180 274 337
180 302 7
180 518 473
180 672 746
180 803 522
180 818 299
180 984 425
180 1316 905
180 1366 951
180 1504 2
180 1545 381
181 276 154
181 572 96
181 635 642
181 686 441
181 776 598
181 801 4
181 833 605
181 920 128
181 1085 195
182 300 902
182 372 3
182 570 98
182 967 318
182 1223 243
182 1401 995
183 204 9
183 506 998
183 758 8
183 1434 719
184 192 107
184 370 14
184 761 421
184 967 3
184 1002 7
184 1180 288
184 1218 223
184 1538 905
184 1996 769
185 442 570
185 689 434
185 911 8
185 922 359
185 1079 96
185 1324 709
185 1386 210
185 1468 828
185 1481 684
186 468 909
186 745 487
186 780 8
186 933 447
186 1223 291
186 1253 718
186 1381 907
186 1585 631
186 1805 634
187 308 168
187 424 157
187 493 1
187 602 2
187 638 200
187 910 269
187 1344 372
187 1744 40
188 194 9
188 576 5
188 699 79
188 753 386
188 769 917
188 845 154
188 860 648
188 1142 438
188 1189 5
188 1334 682
188 1402 934
188 1465 975
188 1660 827
188 1750 667
188 1921 6
189 318 307
189 614 10
189 1090 789
189 1108 906
189 1552 169
190 428 2
190 516 556
190 874 8
190 896 149
190 944 949
190 1254 387
190 1888 267
191 508 9
191 547 275
191 582 827
191 695 604
191 783 835
191 808 194
191 1108 65
191 1252 359
191 1841 397
191 1907 802
191 1921 79
192 193 698
192 290 775
192 462 8
192 560 10
192 571 337
192 578 873
192 656 6
192 938 5
192 1172 6
192 1233 905
192 1719 577
193 220 681
193 251 330
193 254 961
193 588 649
193 886 957
193 982 571
193 1373 100
193 1416 712
193 1570 870
193 1996 168
194 241 7
194 266 1
194 313 940
194 353 185
194 609 202
194 831 383
194 832 710
194 1234 906
194 1507 850
194 1584 9
194 1783 549
195 207 768
195 298 848
195 345 8
195 588 2
195 912 1
195 1120 680
195 1195 376
195 1290 821
195 1406 4
195 1463 613
195 1483 263
195 1764 690
196 247 2
196 248 8
196 341 7
196 378 7
196 499 824
196 502 1
196 546 6
196 640 265
196 668 241
196 892 896
196 1076 560
196 1276 166
196 1431 122
196 1601 540
196 1670 444
196 1872 12
197 226 18
197 336 296
197 388 7
197 698 54
197 1198 1
197 1292 695
197 1365 197
197 1377 919
197 1583 564
197 1683 51
197 1926 735
198 219 8
198 289 7
198 353 520
198 468 146
198 516 231
198 575 4
198 991 7
198 1021 153
198 1127 5
198 1483 930
198 1581 746
198 1657 606
198 1706 7
198 1801 317
198 1811 150
199 312 8
199 349 972
199 491 757
199 538 65
199 559 3
199 1401 9
199 1675 182
199 1825 6
200 330 3
200 1746 8
200 1906 6
201 294 323
201 547 622
201 602 155
201 654 8
201 850 142
201 926 625
201 992 506
201 1096 421
201 1199 313
201 1387 1
201 1561 502
201 1594 908
201 1929 706
201 1943 251
202 269 3
202 477 392
202 950 827
202 960 816
202 1011 838
202 1202 1
202 1712 886
202 1743 1
203 595 525
203 780 6
203 841 909
203 1642 136
203 1910 352
203 1992 279
204 273 400
204 283 702
204 349 340
